clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
67,28.5451,2135.52,23.84
68,28.2634,2085.76,24.08
69,29.3193,2115.23,24.41
70,28.0248,2089.43,22.88
71,31.1498,2083.95,22.89
72,29.8834,2016.7,23.0
73,30.1457,2073.39,22.43
74,30.0223,2230.11,23.88
75,31.8668,2054.89,24.15
76,32.5763,2046.12,22.84
77,30.4167,2081.44,24.73
78,31.0933,2071.43,23.84
79,32.1947,2004.36,25.64
80,31.6952,2019.25,26.59
81,30.4228,2006.39,26.64
82,30.9492,2045.99,26.59
83,31.1851,1954.02,27.61
84,29.2813,2061.36,26.89
85,30.04,2011.19,26.27
86,30.1157,2036.63,26.74
87,29.0134,2018.25,26.06
88,28.1926,2025.23,25.78
89,29.0247,1937.8,27.31
90,28.1333,2063.39,24.96
91,30.4698,2025.36,23.6
92,27.8978,1942.16,24.11
93,29.1995,1949.68,23.0
94,30.3695,1855.99,24.31
95,29.2538,1975.35,22.2
96,29.0182,1972.28,23.21
97,29.5056,2008.62,23.39
98,30.0717,1775.76,23.54
99,30.6242,1801.27,23.62
100,31.3688,2029.26,23.18
101,31.532,2022.4,24.57
102,32.052,1974.93,25.06
103,31.8254,1870.25,26.38
104,30.0106,1947.97,26.67
105,31.9632,2066.44,26.63
106,30.186,1963.07,27.3
107,29.0825,1928.07,26.12
108,30.321,1911.52,26.76
109,29.4958,1845.38,27.65
110,28.7541,1955.54,27.47
111,28.5357,2084.88,26.9
112,29.4359,1893.88,25.74
113,28.5346,1914.67,25.48
114,28.3617,1966.58,24.73
115,28.7251,1839.87,23.41
116,27.6556,1966.9,24.1
117,29.0044,1928.09,23.69
118,29.0521,1849.33,23.4
119,30.2608,1927.35,22.9
120,30.0877,2031.24,22.77
121,31.9038,1892.76,22.64
122,31.2222,1831.88,22.92
123,31.2074,1967.24,23.26
124,30.7961,1864.47,23.38
125,30.5599,1984.96,24.92
126,30.7384,1901.43,25.72
127,32.8711,1998.42,26.0
128,31.7421,1911.86,26.01
129,30.7721,1876.09,25.72
130,31.7754,1938.68,26.47
131,28.7472,1909.02,26.9
132,29.2922,1853.72,26.81
133,29.449,1916.4,26.81
134,27.1657,1851.79,26.47
135,30.24,1830.75,26.59
136,29.8793,1938.02,26.34
137,28.147,1933.52,25.21
138,28.5356,2025.47,25.99
139,28.3989,1870.06,24.96
140,29.7436,1936.77,24.32
141,29.6489,1878.89,23.95
142,29.2922,1993.04,22.76
143,31.5797,1991.77,23.32
144,29.2447,1966.48,22.92
145,30.0786,2067.58,22.93
146,31.1656,2035.9,23.51
147,31.3593,1925.48,23.57
148,31.8524,1997.83,24.78
149,31.4074,1943.1,25.31
150,32.3752,1970.8,25.75
151,32.2173,1906.05,25.32
152,32.0677,1971.0,26.66
153,31.2722,2078.18,26.46
154,31.6366,1936.75,27.13
155,29.9111,1887.06,26.75
156,31.2835,1964.66,27.9
157,29.9656,1988.13,27.44
158,29.7724,2002.86,26.48
159,27.782,1961.07,27.04
160,27.5689,1974.72,25.77
161,27.5382,2114.91,25.29
162,29.6414,2050.68,25.4
163,28.2576,2020.41,23.96
164,27.9951,1999.5,23.68
165,29.0843,1916.68,23.6
166,27.2415,2151.39,23.26
167,31.7714,1997.07,23.97
168,31.3115,2013.22,22.99
169,30.3398,2150.16,23.65
170,30.5691,2096.54,22.78
171,31.519,2084.82,23.45
172,31.6437,1966.08,24.62
173,31.7162,2084.57,23.76
174,31.4271,2024.89,25.26
175,31.9571,2202.35,25.15
176,31.4885,2084.05,25.33
177,30.7549,2130.72,25.69
178,30.2897,2088.03,26.83
179,31.2497,2170.75,26.09
180,30.0585,2108.39,26.79
181,29.5572,2021.01,27.65
182,28.6201,1964.7,27.22
183,28.5628,2113.75,26.55
184,28.5546,2056.89,25.9
185,28.3589,2234.95,25.49
186,28.771,2180.97,25.48
187,28.6831,2129.49,24.04
188,28.6241,2189.8,25.06
189,28.733,2086.45,23.8
190,29.1036,1961.43,23.04
191,30.4439,2092.56,22.59
192,29.9293,2154.3,23.46
193,31.8647,2024.13,23.13
194,31.6366,2133.39,23.04
195,30.2481,2184.14,22.76
196,30.4706,2072.61,24.83
197,33.2122,2155.97,25.12
198,30.6857,2190.77,25.2
199,29.6299,2138.67,24.9
