clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
279,29.5419,1910.28,26.44
280,29.1808,1877.2,26.03
281,29.125,1872.16,25.05
282,28.0675,2042.3,24.38
283,29.5911,1826.97,24.35
284,27.857,1865.57,24.25
285,29.0083,1917.85,23.59
286,29.5582,1930.57,22.81
287,28.2395,1918.25,23.08
288,30.0042,2053.45,22.94
289,29.0984,1971.4,22.3
290,31.0878,1904.26,23.12
291,30.0646,1882.56,23.16
292,30.2309,1925.64,24.21
293,30.3053,1979.84,24.08
294,32.4936,1951.24,24.91
295,31.8967,1988.7,25.67
296,32.8583,2010.61,25.15
297,30.9462,1871.49,25.92
298,30.8765,1943.74,26.57
299,30.5372,1987.34,26.59
300,31.1375,1968.06,26.41
301,28.0837,1999.97,26.87
302,29.5043,1981.54,26.62
303,29.9955,1852.6,27.34
304,27.7713,1947.6,26.87
305,28.5546,1904.34,25.45
306,28.7565,1952.4,25.05
307,26.4974,1888.08,23.65
308,28.2636,1925.42,23.32
309,28.0861,1940.75,23.25
310,29.5476,1997.86,24.18
311,29.0435,1931.63,23.18
312,30.0717,2038.98,23.53
313,30.6524,1869.11,23.61
314,31.0144,1991.75,23.45
315,29.5087,1949.28,23.62
316,31.4734,1904.87,23.79
317,32.1758,1986.58,24.33
318,31.7195,2021.79,25.37
319,32.1871,2047.09,25.16
320,31.2769,1927.16,25.65
321,30.8624,1978.25,26.45
322,31.3613,2046.03,26.03
323,30.4482,1990.87,26.71
324,29.565,2030.45,26.48
325,30.7786,1998.57,27.23
326,28.7552,1960.3,27.09
327,28.9794,1868.59,26.49
328,29.1556,2057.22,25.53
329,30.0261,2065.98,24.86
330,28.5219,1921.86,24.83
331,29.0816,2005.69,25.09
332,29.1439,2054.72,24.27
333,30.4459,2069.4,24.63
334,29.2718,2010.89,23.27
335,29.0601,2115.62,22.09
336,29.5552,1992.83,22.52
337,30.2565,1992.23,22.73
338,30.2301,2095.06,22.76
339,30.5622,2123.84,23.29
340,30.2169,2115.17,24.4
341,31.57,2059.51,24.94
342,33.2074,2131.03,25.88
343,31.3768,1992.01,25.36
344,32.6726,2095.16,25.07
345,31.9473,2024.47,25.92
346,30.8567,2029.56,26.1
347,29.1634,2098.86,26.55
348,30.1477,2120.23,26.79
349,30.1217,2123.32,27.17
350,29.8164,2210.51,26.59
351,28.1651,2066.86,26.6
352,27.8093,2067.35,25.24
353,27.7396,2042.8,25.7
354,27.1117,2144.03,25.53
355,28.7266,2203.93,24.35
356,28.2809,2130.31,23.61
357,30.6077,2041.39,23.83
358,29.4223,2169.85,24.66
359,29.3037,2213.27,23.38
360,31.0287,2047.92,22.09
361,29.0435,2160.18,23.13
362,30.7943,2112.89,22.92
363,31.4786,2225.49,23.7
364,30.915,2128.65,24.11
365,31.7977,2179.97,25.12
366,32.3346,2159.31,25.11
367,30.9314,2107.16,25.21
368,31.7985,2105.32,25.67
369,30.5867,2087.96,26.74
370,32.3505,2085.44,25.74
371,30.6046,2181.89,26.93
372,30.876,2188.11,26.69
373,29.1483,2051.68,27.2
374,30.0562,2099.95,26.99
375,26.8991,2141.06,26.58
376,28.4655,2151.92,25.53
377,26.9278,2106.24,24.94
378,28.6226,2172.08,24.49
379,28.3107,2130.63,24.57
380,27.885,2213.98,24.22
381,28.8472,2179.79,23.96
382,29.1386,2176.29,24.12
383,28.7363,2174.94,23.32
384,30.5441,2217.94,22.89
385,30.3394,2123.3,23.5
386,30.3747,2138.92,23.86
387,31.8671,2218.08,23.25
388,31.2158,2084.62,23.29
389,30.697,2245.53,23.85
390,31.9832,2101.71,25.66
391,31.0706,2099.96,24.81
392,30.6434,2091.59,25.66
393,31.9151,2043.82,25.67
394,31.9144,2115.58,25.95
395,30.6157,2143.87,26.89
396,30.1442,2146.27,27.11
397,29.0721,2077.36,26.95
398,28.4236,1974.63,27.66
399,28.8083,2094.55,26.09
400,30.4984,2109.84,25.52
401,28.9882,2180.92,24.9
402,27.7168,2110.22,24.17
403,27.8145,2057.98,24.48
404,28.7159,2233.46,24.55
405,29.1094,2197.16,23.34
406,30.1231,1976.05,23.47
407,30.399,2167.56,23.33
408,30.9461,2094.61,22.53
409,29.7333,1976.46,23.56
410,30.6179,2167.31,22.92
411,32.6646,2054.84,23.88
412,31.0759,1988.18,24.94
413,31.2114,2078.06,24.8
414,32.0311,2052.93,25.34
415,32.1355,1999.65,25.3
416,32.6736,2093.69,25.74
417,30.8439,2019.57,25.97
418,30.8208,2005.54,26.2
419,30.1664,2139.22,26.84
420,29.3743,2090.59,27.11
421,28.126,2059.5,27.73
422,27.5312,2046.81,26.58
423,28.2328,1981.15,25.6
424,28.755,2115.06,26.19
425,28.7158,2065.02,25.11
426,30.3525,2078.58,25.06
427,28.4755,2053.09,25.39
428,28.6572,1886.4,23.36
429,29.6765,2051.96,23.06
430,28.9777,1915.8,24.32
431,28.1399,1979.01,23.31
432,29.7829,1942.67,22.89
433,30.8784,2059.98,23.25
434,31.6884,2017.88,23.41
435,30.0366,1972.8,24.1
436,31.7984,1960.53,23.79
437,30.6878,2038.6,25.04
438,30.3868,1940.88,25.05
439,31.7964,2027.66,24.65
440,31.7393,2026.48,25.89
441,29.6586,1983.57,25.74
442,30.9344,1982.41,26.46
443,30.0994,1930.18,27.11
444,29.9355,1817.78,26.79
445,28.7884,2010.03,26.19
446,29.5183,1889.25,26.89
447,30.0747,1957.71,26.45
448,28.0506,2063.47,25.46
449,29.6844,1910.91,25.75
450,28.6666,1841.19,24.52
451,27.6807,1966.39,24.98
452,29.2759,1936.71,23.7
453,29.9662,1801.94,23.68
454,28.6478,1974.79,22.71
455,30.339,1913.56,22.68
456,30.0837,1916.56,23.16
457,31.7347,1890.93,22.64
458,29.7918,1867.13,22.83
459,31.2106,1893.53,23.09
460,31.0503,1948.53,25.04
461,31.0421,1891.97,25.21
462,31.5583,1970.43,24.97
463,32.7129,1894.92,25.57
464,30.8845,1859.35,25.11
465,32.2488,1953.06,26.57
466,31.0019,1864.49,27.3
467,29.5421,1851.27,27.37
468,29.6731,1840.97,27.04
469,29.3856,1952.37,27.6
470,27.7204,1932.44,26.51
471,28.9731,1926.54,26.08
472,29.4643,1838.09,25.73
473,27.675,2070.42,25.9
474,28.3814,1920.84,24.12
475,28.7451,1900.79,24.6
476,28.8828,1811.53,23.71
477,28.9601,1914.65,23.21
478,29.7901,1961.95,22.72
479,29.4242,2044.68,22.43
480,28.9208,2030.72,22.67
481,29.6749,1937.6,23.2
482,30.3639,2084.12,22.86
483,31.1703,1936.77,23.8
484,32.5864,1983.85,24.97
485,32.6326,2026.38,24.83
486,29.6134,2040.63,25.55
487,31.9119,1951.14,25.59
488,30.7367,1915.82,25.01
489,31.4137,1943.81,26.21
490,29.898,2037.42,27.02
491,29.7767,2009.48,27.46
492,30.0106,2043.09,26.18
493,30.9245,1966.68,26.61
494,29.5732,2045.88,27.23
495,28.3311,2021.83,26.09
496,27.6524,1971.11,25.97
497,27.5049,1942.1,25.49
498,28.9348,2020.06,24.69
499,28.0786,2054.75,25.47
500,29.6552,2107.74,24.06
501,30.2239,2086.3,23.38
502,29.332,2078.05,23.1
503,29.6855,1987.06,23.33
504,30.4344,1996.2,22.98
505,32.1576,2056.04,22.53
506,30.0091,2049.16,22.85
507,30.6257,1879.57,23.29
508,30.7855,2017.5,24.11
509,31.8177,2111.61,25.01
510,31.7237,2021.84,24.45
511,31.265,2129.28,25.51
512,30.6033,2102.43,26.42
513,30.694,1984.71,26.6
514,30.8142,2032.22,26.57
515,30.1393,2044.65,26.79
516,29.0213,2008.53,27.67
517,29.6364,2065.14,26.92
518,28.3261,2047.24,26.1
519,27.6683,2243.92,26.15
520,28.7545,2202.51,26.59
521,28.7755,2186.03,26.22
522,27.8219,2125.2,24.48
523,29.626,2051.05,24.13
524,28.625,2035.58,25.29
525,29.1116,2211.12,23.61
526,29.539,2159.32,23.85
527,29.6268,2166.97,24.11
528,30.5866,2047.13,22.74
529,30.1144,2113.93,22.89
530,31.201,2151.45,22.87
531,30.8841,2178.47,25.03
532,32.0112,2076.31,23.98
533,31.814,2244.53,25.2
534,29.9651,2061.48,24.22
535,31.4978,2020.96,24.79
536,30.1651,2036.34,26.67
537,31.4363,2128.55,26.98
538,29.4148,2170.56,26.66
539,30.9797,2132.9,26.68
540,29.7993,2164.65,26.99
541,29.5375,2136.94,27.07
542,29.4481,2029.23,27.36
543,29.6811,2176.79,27.4
544,29.8001,2182.62,26.79
545,29.8732,2198.5,25.6
546,27.8702,2184.51,25.26
547,29.1864,2117.36,23.54
548,29.0519,2154.98,24.25
549,28.223,2176.38,23.86
550,28.7866,2059.31,22.79
551,29.804,2139.99,22.38
552,29.2553,2014.39,23.38
553,30.617,2178.7,22.8
554,29.6694,2220.57,23.86
555,30.2741,2139.86,23.38
556,31.5064,2128.45,23.51
557,31.5082,2037.07,25.38
558,30.9208,2109.03,25.48
559,31.5615,2155.7,25.5
560,32.5726,2070.44,26.82
561,30.1475,2180.23,26.72
562,29.8623,2266.84,26.24
563,31.1978,2062.33,26.84
564,29.5625,2134.12,27.23
565,29.666,2134.22,26.97
566,30.2407,2105.19,26.91
567,28.9602,2050.8,26.01
568,27.4442,2063.32,25.99
569,31.204,2176.23,25.57
570,29.8055,2028.84,25.02
571,28.1005,2301.93,25.4
572,29.285,2069.19,24.95
573,29.8188,2078.46,23.14
574,29.3379,2142.42,23.12
575,31.1474,2049.73,23.33
576,30.3428,2102.66,23.07
577,30.3355,2131.88,22.95
578,29.9228,2106.59,23.77
579,30.8764,2135.72,23.69
580,31.8285,2158.3,23.54
581,33.1057,1993.55,24.75
582,31.3549,2168.89,24.37
583,31.0372,2128.54,25.49
584,29.7427,2042.5,26.49
585,31.4075,1955.23,25.99
586,31.5924,2003.15,26.31
587,30.5682,2046.91,27.01
588,29.8382,1946.0,27.3
589,29.2322,2084.27,26.75
590,30.3874,2001.58,26.94
591,28.1481,1959.27,26.77
592,29.3573,2162.55,25.79
593,28.7569,1978.7,25.42
594,28.7911,1960.39,24.73
595,28.0725,2031.9,24.79
596,29.8395,1949.85,24.19
597,27.7641,2032.5,23.19
598,31.2079,2003.75,23.84
599,30.3312,1990.31,23.11
600,28.8631,1989.9,23.29
601,30.2539,1950.64,23.09
602,31.8617,1928.87,22.81
603,31.5326,2032.3,24.01
604,31.5671,1960.73,24.18
605,32.4584,1959.79,24.98
606,31.3019,1885.43,25.36
607,31.7289,1957.4,25.51
608,31.5915,2029.37,25.37
609,30.9822,2082.85,26.81
610,31.0955,1855.1,26.89
611,31.1578,1905.48,26.11
612,30.3741,1931.62,27.03
613,30.5404,1963.53,27.65
614,28.7437,2012.81,27.28
615,28.4444,2031.97,27.54
616,29.2127,1976.84,25.86
617,28.7618,1919.64,25.75
618,28.5013,1904.66,23.94
619,29.1483,1936.19,25.14
620,28.2481,1853.25,24.46
621,28.0112,1866.26,23.49
622,28.0466,1926.29,22.67
623,29.2785,1950.47,23.37
624,31.086,1900.79,23.01
625,30.5316,1909.91,24.5
626,30.5749,1921.46,23.15
627,32.2007,2027.85,23.89
628,31.6574,1875.71,24.61
629,29.7732,1910.2,23.88
630,31.5342,2062.43,24.79
631,31.2322,1957.28,24.93
632,30.5684,1919.79,26.0
633,30.843,2026.24,26.74
634,31.624,2011.38,27.44
635,29.3107,1805.53,26.98
636,29.9011,2018.01,26.77
637,28.5834,1869.11,26.61
638,28.5421,2035.19,26.84
639,28.7853,1924.73,26.98
640,27.953,1851.91,25.64
641,28.5018,1855.24,25.36
642,30.4281,1896.59,24.65
643,29.9209,1988.06,23.2
644,29.3485,1834.98,23.48
645,29.4947,1929.09,23.66
646,28.9374,2001.86,23.33
647,30.0247,1912.41,23.19
648,29.5573,1845.22,23.27
649,29.0094,1943.43,23.04
650,31.2947,1983.91,23.63
651,31.9245,2017.03,22.85
652,32.1936,1953.5,23.27
653,31.8882,2004.87,24.43
654,31.5534,2047.25,25.12
655,30.9603,1960.32,25.92
656,31.2493,1950.86,25.18
657,30.4173,1988.98,26.66
658,30.6221,1916.53,27.2
659,31.3941,2062.51,26.63
660,30.3843,1993.68,27.83
661,30.8235,1973.95,27.96
662,29.351,2054.85,27.26
663,29.4334,1935.89,26.56
664,27.9626,2006.27,25.45
665,29.0035,2002.35,25.62
666,29.737,1908.43,24.88
667,27.8905,2034.33,24.43
668,28.591,2024.41,23.91
669,30.2199,2027.03,23.87
670,28.5429,2000.86,23.65
671,30.1109,2140.59,22.9
672,29.8782,2134.54,23.68
673,30.8026,2066.36,24.14
674,32.0682,1992.78,23.15
675,30.7323,2014.35,23.93
676,30.5967,2185.31,23.6
677,32.2706,2010.6,24.85
678,32.5278,2014.48,25.83
679,32.4316,2138.05,25.26
680,31.5798,2100.27,26.09
681,30.9704,2083.58,26.04
682,31.8512,2068.04,27.22
683,31.1171,2130.97,26.6
684,31.1103,2032.68,27.08
685,29.8032,2099.8,27.06
686,28.1644,2005.32,26.42
687,29.2207,2010.5,26.39
688,28.7331,2148.99,26.35
689,29.5805,2070.59,25.59
690,29.5923,2183.56,25.08
691,29.3423,2012.66,24.66
692,30.0267,2170.41,23.12
693,29.1772,2188.17,23.13
694,28.2211,2234.96,22.6
695,29.8772,2032.52,22.86
696,30.0229,2174.4,23.91
697,30.1875,2182.16,22.99
698,30.8828,2198.1,22.74
699,31.4196,2163.73,23.97
700,30.8484,2128.85,24.89
701,30.5754,2142.43,25.1
702,31.4048,2095.85,25.75
703,30.6325,2187.82,25.53
704,30.0047,2088.99,26.01
705,29.9911,2202.59,25.78
706,31.7419,2077.08,26.68
707,29.3549,2167.11,26.7
708,31.0922,2136.81,26.72
709,28.7651,2187.55,27.07
710,29.6898,2174.2,27.03
711,29.7042,2199.76,25.88
712,30.065,2074.79,25.84
713,27.3162,2104.81,26.06
714,29.671,2174.79,25.49
715,28.4958,2184.67,24.52
716,28.8701,2110.96,24.85
717,27.1081,2129.37,23.88
718,29.5121,2143.58,23.37
719,31.0984,2176.9,23.79
720,29.8254,2221.93,22.63
721,30.2819,2143.79,22.76
722,31.362,2143.42,24.59
723,31.8694,2099.21,23.65
724,31.8845,2165.3,23.95
725,31.8794,2089.09,24.07
726,31.4184,2124.05,25.29
727,31.303,2192.7,25.71
728,31.2623,2100.47,25.64
729,31.1959,2140.83,26.29
730,32.3516,2111.76,26.28
731,30.6479,2106.3,26.51
732,30.8035,2105.43,27.48
733,29.8203,2052.56,26.66
734,28.2285,2104.03,26.48
735,30.3814,2116.15,25.96
736,28.4245,2220.69,26.49
737,27.4314,2054.23,24.78
738,28.6071,1954.88,24.69
739,29.6888,2098.6,23.59
740,28.3973,2113.77,24.2
741,29.6932,2072.15,23.31
742,29.6814,2225.92,22.56
743,29.9185,2041.43,23.17
744,28.5585,2090.04,22.92
745,31.2577,2150.52,23.05
746,30.5444,2221.33,22.59
747,31.5878,2055.5,23.57
748,30.721,2140.07,23.26
749,30.7887,2211.12,24.4
750,32.0838,2167.84,25.24
751,30.8675,2078.95,25.64
752,31.5951,2084.31,25.9
753,31.8731,2153.98,26.27
754,31.7325,2104.39,26.45
755,30.7529,1983.98,28.06
756,30.6872,2126.12,27.28
757,30.2086,2079.27,26.97
758,29.0481,2053.77,26.91
759,29.7712,1925.84,26.59
760,28.539,2017.22,26.32
761,29.6002,2064.57,24.8
762,28.0797,2044.4,25.85
763,27.7454,2036.42,24.44
764,28.0512,2020.83,24.39
765,30.5084,2016.45,23.11
766,28.9625,1982.43,22.91
767,28.6314,1914.16,23.83
768,28.9568,1991.6,23.61
769,30.937,1961.45,23.56
770,31.7627,1897.96,22.91
771,31.7679,1906.05,24.28
772,30.1731,2114.86,23.94
773,31.9389,2001.94,24.92
774,31.8841,1963.3,24.46
775,30.6464,2089.8,26.26
776,31.1777,1944.94,26.45
777,33.8325,1904.22,26.44
778,30.5723,1929.16,26.44
779,31.032,1919.78,26.88
780,32.0685,1864.16,26.77
781,28.8733,2112.66,26.83
782,30.1574,1939.29,27.36
783,28.8797,1894.76,25.61
784,29.9082,1896.5,26.9
785,28.2699,1941.18,26.09
786,29.8051,1933.32,25.0
787,27.9139,1912.89,23.7
788,28.0615,1979.8,25.12
789,29.4286,1893.28,23.74
790,29.1633,1933.91,24.02
791,29.169,2043.72,23.46
792,28.2829,1946.95,23.39
793,31.1088,2016.49,22.4
794,29.9587,1988.46,23.76
795,31.0611,1976.9,24.29
796,32.4949,1959.02,24.07
797,31.8226,2036.95,24.51
798,32.3224,1952.43,25.33
799,30.3748,1861.46,25.03
800,30.1966,1864.67,26.32
801,30.7132,1952.15,27.12
802,30.7083,1971.35,27.18
803,30.8698,1851.14,27.18
804,29.0967,1910.39,27.33
805,28.913,1968.31,27.34
806,29.6715,1971.38,25.94
807,29.9395,1964.23,26.2
808,29.8844,2009.69,26.1
809,27.9853,1948.56,25.81
810,28.6445,1928.1,25.2
811,27.157,1939.15,23.7
812,28.9667,1876.54,24.37
813,27.2849,1881.11,22.68
814,28.4598,1918.97,23.76
815,29.221,1922.04,23.06
816,29.8909,1876.83,23.07
817,29.5751,2023.29,23.31
818,29.7936,1944.54,24.07
819,31.6355,1973.09,23.45
820,31.6425,1869.39,24.1
821,29.9342,1893.46,24.77
822,32.756,1904.62,24.71
823,31.942,1920.82,25.49
824,32.5562,1990.61,25.93
825,31.6081,1832.77,26.63
826,32.1238,1959.26,26.4
827,29.6679,1920.45,27.25
828,29.1404,1951.11,26.69
829,31.6017,2109.48,26.41
830,28.1618,1893.63,27.46
831,30.8802,1985.1,26.65
832,28.2436,2011.43,25.67
833,29.2417,1920.45,25.48
834,29.443,2069.83,24.74
835,27.8044,1913.59,24.87
836,29.511,2016.98,23.7
837,28.0329,2008.21,23.27
838,27.4032,1968.67,23.13
839,29.2271,1993.67,23.13
840,29.4587,2162.94,24.22
841,29.3378,2004.8,21.28
842,31.1326,2052.72,23.16
843,30.3316,2039.47,23.77
844,30.7539,2124.7,23.11
845,31.3641,2049.0,24.05
846,31.5728,2154.99,25.21
847,32.6155,2064.09,26.21
848,29.8247,2045.17,25.97
849,30.676,2155.57,26.3
850,30.5115,2148.35,26.09
851,29.6091,2052.02,28.05
852,30.4891,2144.48,26.23
853,30.4533,2017.84,27.42
854,28.8357,2051.52,27.18
855,28.6785,2075.01,27.21
856,28.433,1954.86,26.51
857,27.782,2168.06,25.37
858,29.6169,2151.52,24.08
859,28.9105,2023.73,24.61
860,28.5918,2072.32,24.77
861,28.1434,2087.55,23.94
862,28.1319,2299.8,23.61
863,30.2635,2177.55,22.74
864,31.4885,2074.94,22.93
865,30.4515,2095.06,24.19
866,31.2251,2207.66,22.91
867,32.2516,2145.75,24.48
868,30.6513,2149.53,23.19
869,32.5201,2084.98,24.99
870,31.6033,2204.22,24.05
871,31.7153,2202.31,24.07
872,30.5383,2326.16,24.86
873,31.2756,2176.9,27.13
874,29.39,2105.12,27.06
875,30.2723,2226.63,26.77
