clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
603,30.2316,1945.25,24.43
604,32.5414,1985.72,24.19
605,32.3406,1883.45,24.21
606,31.4846,2029.37,24.7
607,31.8743,2006.33,25.13
608,33.1336,2028.66,25.49
609,32.0373,1927.24,26.34
610,30.7362,1991.63,26.81
611,29.5103,1950.44,27.16
612,28.5734,1833.92,26.58
613,29.4769,1931.14,26.87
614,30.4348,1945.44,26.87
615,27.6426,1989.14,26.53
616,28.3537,2049.95,26.31
617,28.9359,2049.71,25.47
618,28.4065,1931.48,25.17
619,28.36,1846.54,23.62
620,29.3382,1898.39,24.27
621,29.0698,1901.78,23.85
622,29.7209,1935.19,23.52
623,30.3154,1950.02,23.69
624,30.1316,1906.84,22.93
625,29.7294,1877.34,23.26
626,31.5303,1868.96,24.4
627,29.614,1852.65,23.15
628,31.1437,1944.82,23.92
629,31.6025,1866.15,23.86
630,32.1007,1750.02,25.19
631,32.3119,1921.6,24.72
632,32.0197,1894.31,26.15
633,32.0964,1959.03,27.18
634,31.015,1964.81,26.23
635,31.023,1860.19,27.73
636,31.3391,2013.56,27.23
637,29.6796,1954.95,27.13
638,29.3718,1958.36,27.01
639,29.262,1979.22,26.65
640,28.534,2045.56,26.78
641,28.3041,1967.43,25.77
642,27.8788,1889.87,24.67
643,30.0164,1979.51,24.5
644,29.5433,1941.17,23.38
645,27.7149,1973.92,23.68
646,28.2162,2035.15,23.04
647,31.5895,1994.82,24.4
648,29.4758,1870.76,23.48
649,31.4167,1986.57,23.68
650,30.8214,1969.47,23.08
651,30.3266,1975.61,23.19
652,31.5272,1967.6,23.82
653,31.4758,1904.03,24.57
654,32.4217,1929.02,24.89
655,32.0612,1943.91,25.36
656,31.0902,2063.67,26.67
657,30.9515,1956.11,25.53
658,31.0208,2067.63,26.74
659,30.6526,2059.71,26.56
660,30.2195,1959.16,27.64
661,29.0643,1999.89,27.16
662,29.2324,2088.05,27.24
663,29.7744,1825.84,25.3
664,26.195,2082.63,25.52
665,27.6172,1953.88,25.52
666,28.1527,2095.09,25.09
667,28.9246,2041.6,23.64
668,28.4281,2009.59,23.61
669,27.7894,1988.06,24.22
670,28.6536,2010.47,23.47
671,29.2054,1998.3,23.14
672,31.7794,2106.2,22.65
673,28.301,2069.13,22.68
674,31.0453,1998.38,23.73
675,31.6136,2020.76,23.93
676,31.7928,2046.51,23.74
677,31.4512,2117.92,24.91
678,31.1185,2045.74,25.25
679,31.4032,1962.22,25.46
680,29.7175,2126.42,26.53
681,31.6528,1998.23,26.66
682,32.2427,2112.29,26.64
683,31.2999,2107.11,26.83
684,30.5393,2050.88,26.98
685,28.4658,2126.65,25.54
686,29.0031,2170.89,26.55
687,29.0559,2118.8,26.46
688,28.3746,2111.92,26.1
689,28.0624,2013.67,26.0
690,27.8897,2230.47,24.62
691,28.5743,2132.47,23.57
692,27.9389,2018.67,24.65
693,28.7516,2109.67,22.93
694,29.3091,2215.43,23.36
695,29.2003,2181.56,24.17
696,31.3675,2147.33,22.69
697,28.817,2199.01,22.96
698,29.8973,2072.41,22.95
699,31.5246,2204.8,23.4
700,31.2715,2173.32,24.61
701,31.5801,2135.37,24.32
702,33.3694,2062.76,24.78
703,31.914,2182.95,25.19
704,30.6276,2187.78,25.78
705,30.9552,2186.94,26.24
706,30.1171,2242.1,27.77
707,30.8998,2208.12,27.66
708,30.014,2211.84,27.95
709,29.6774,2203.45,26.94
710,28.9891,2170.19,26.52
711,29.1334,2163.13,26.2
712,29.3402,2280.96,25.45
713,28.491,2312.35,24.95
714,28.5668,2121.44,24.53
715,28.3054,2187.37,24.93
716,27.4666,2219.61,24.46
717,28.2246,2136.12,23.74
718,29.638,2135.37,22.96
719,29.2116,2135.86,24.14
720,28.3802,2161.93,22.75
721,30.0581,2199.0,22.64
722,31.7724,2309.89,22.89
723,30.4458,2082.11,23.29
724,32.4075,2253.47,24.23
725,32.4139,2148.05,24.44
726,32.0797,2201.1,25.23
727,32.2103,2134.85,26.3
728,29.9812,2119.06,26.04
729,32.168,2088.03,26.53
730,30.1522,2142.62,27.15
731,31.1872,2153.44,26.78
732,30.21,2180.83,27.03
733,28.6142,2107.48,27.37
734,30.2958,2223.63,26.59
735,28.2477,2108.17,26.12
736,29.4376,2101.25,26.88
737,27.9287,2241.53,25.53
738,28.9253,2106.02,25.12
739,28.3712,2094.23,23.0
740,28.9991,2082.26,23.33
741,29.7796,2263.38,23.6
742,30.2594,2050.68,22.36
743,29.2758,2030.68,23.38
744,29.7427,2040.35,23.04
745,30.8366,2129.73,22.88
746,30.3804,2118.46,23.12
747,30.9273,2031.88,23.19
748,31.5784,2086.92,23.61
749,31.6085,1960.91,24.81
750,31.7984,2050.48,24.46
751,31.7054,2056.31,25.65
752,31.3641,2099.2,24.79
753,33.4422,2089.12,25.87
754,32.2296,2101.2,25.68
755,31.4108,2038.47,26.48
756,27.5331,1958.77,27.07
757,29.3544,2043.47,27.44
758,28.5736,1980.31,27.17
759,28.6315,2046.23,25.48
760,28.6606,1942.09,26.31
761,28.0179,2068.41,25.24
762,27.1021,1998.44,24.09
763,29.0017,1996.08,23.58
764,28.8902,2017.95,23.51
765,28.3079,2008.83,23.88
766,29.4521,2003.51,23.03
767,30.8096,2091.66,23.87
768,30.3329,2001.0,23.31
769,30.9805,1981.46,23.29
770,31.1321,1955.55,23.43
771,32.1165,1938.14,23.78
772,32.4064,1943.39,24.27
773,31.4168,1961.49,24.98
774,33.1557,1953.99,24.59
775,31.763,1896.26,24.83
776,32.0558,1886.5,26.89
777,30.8325,2027.6,26.12
778,31.6411,1914.07,25.86
779,30.6112,1964.76,26.51
780,29.8332,1937.94,26.78
781,30.8907,1969.16,26.64
782,29.7877,1974.47,25.96
783,28.7436,2040.27,25.96
784,28.2633,1972.61,26.61
785,27.2074,1890.22,25.8
786,27.8105,1853.58,25.55
787,28.7412,1924.28,23.97
788,29.0231,1868.57,23.92
789,29.1017,1854.76,24.82
790,28.7605,1897.68,23.14
791,29.3988,1984.71,23.22
792,28.8315,1915.75,22.89
793,31.0112,1976.74,22.53
794,29.3223,1836.41,23.04
795,30.7118,1929.83,23.92
796,30.1796,1906.87,24.96
797,30.9678,1895.6,24.79
798,32.3067,1945.01,25.52
799,30.9667,1831.34,25.57
800,30.6729,1927.64,25.37
801,29.216,2006.6,26.55
802,30.7763,1967.19,26.17
803,29.2906,1948.56,26.01
804,29.0631,1963.0,27.12
805,30.7669,1911.9,26.4
806,30.3984,1865.24,28.25
807,30.7584,1917.01,26.8
808,29.1093,1986.9,26.13
809,28.6676,1883.55,24.73
810,28.365,1982.22,24.77
811,29.7865,1941.68,23.92
812,29.3949,1925.27,23.59
813,28.7952,1961.41,23.04
814,29.0159,2034.19,23.57
815,30.6445,2004.75,23.31
816,31.3385,1907.28,23.3
817,30.3105,1942.01,22.32
818,30.3458,1894.91,23.65
819,30.8463,2037.48,24.07
820,31.3482,1925.72,24.31
821,30.7291,1965.45,24.7
822,32.0749,1987.53,25.26
823,33.2754,1984.21,25.56
824,31.8329,1991.59,25.93
825,31.3044,1851.61,25.73
826,31.2193,1982.81,26.63
827,31.1968,1977.59,27.68
828,30.1208,2250.77,27.04
829,29.9457,1907.06,27.66
830,29.4632,1923.19,26.59
831,28.2782,2063.46,26.5
832,29.5397,1994.34,25.81
833,27.3826,2034.09,25.46
834,26.9128,1946.41,24.56
835,28.1575,2073.93,24.17
836,28.8009,2076.91,23.88
837,29.103,2060.92,22.75
838,28.46,2114.73,22.08
839,29.2818,2024.74,22.74
840,30.5878,1958.61,22.81
841,29.6078,2048.81,22.98
842,29.6936,2041.63,23.81
843,30.7783,2158.25,23.36
844,32.5541,2140.99,23.76
845,31.2821,2087.14,25.0
846,32.4034,2209.85,24.7
847,31.4763,2135.31,25.46
848,29.4177,2190.35,26.78
849,30.9402,2040.34,27.42
850,28.6414,2140.91,27.23
851,30.5357,2157.26,27.33
852,28.4305,2164.65,26.76
853,30.7322,2030.4,26.24
854,29.5477,2052.04,26.32
855,29.2808,2085.52,26.46
856,30.1358,2234.99,26.32
857,28.6701,2179.12,25.66
858,28.9404,2074.89,25.38
859,29.5681,2264.35,24.51
860,28.231,2095.11,24.41
861,28.9608,2148.36,23.78
862,30.2279,2201.54,23.39
863,29.254,2077.72,24.1
864,31.0949,2080.81,23.34
865,30.0311,2141.16,22.91
866,29.899,2170.71,23.65
867,31.408,2193.27,25.01
868,30.3306,2146.57,23.78
869,31.9814,2221.38,23.94
870,31.4461,2097.6,25.65
871,30.7176,2231.33,25.82
872,31.7801,2201.98,26.02
873,31.3137,2115.72,25.31
874,30.6739,2196.61,26.76
