clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
232,27.4703,1965.69,28.0
233,26.1248,2134.59,25.91
234,30.2159,2323.6,23.79
235,28.0531,2284.05,22.47
236,24.3642,2291.52,23.05
237,28.1584,2055.56,23.31
238,27.5073,2359.9,22.66
239,30.5022,2042.03,21.25
240,28.8112,2175.01,23.01
241,30.6044,2139.73,21.03
242,32.2575,2111.47,21.4
243,33.42,2284.2,19.6
244,30.7976,2030.08,22.55
245,32.396,1943.75,24.82
246,32.2876,2099.03,26.56
247,31.9178,2039.5,25.21
248,35.2463,2483.55,27.46
249,32.7288,2150.17,28.88
250,29.6087,2010.56,28.48
251,32.1533,1923.61,26.58
252,33.1832,1815.37,29.25
253,30.7722,1908.63,29.63
254,26.2209,2036.11,27.52
255,27.1523,2184.29,27.57
256,29.3023,2138.34,25.84
257,26.0407,2022.01,23.47
258,27.6657,1946.59,26.03
259,28.2642,2008.55,23.96
260,26.0115,1905.07,24.6
261,27.7894,2164.63,23.03
262,23.6381,1926.96,21.18
263,27.687,1930.67,21.05
264,29.6211,1666.63,21.57
265,28.9048,1900.73,22.1
266,33.9486,2016.38,21.86
267,29.9761,1779.87,23.28
268,31.938,1810.08,22.7
269,33.0939,1987.67,22.97
270,35.1619,1707.93,24.94
271,30.744,2004.86,26.24
272,34.3428,1807.1,25.8
273,32.1367,1817.6,26.49
274,30.0277,1722.87,28.91
275,31.4696,1896.87,28.46
276,30.2986,2140.73,28.83
277,28.3232,1933.63,28.5
278,28.6047,1730.73,29.98
279,27.3007,1965.59,29.09
280,27.5722,1786.49,25.76
281,28.0954,1984.91,25.5
282,29.379,1912.56,25.85
283,25.2455,1458.68,24.57
284,30.6015,1687.79,22.96
285,24.9505,1918.36,21.03
286,28.2723,1820.31,20.85
287,30.106,1676.67,20.62
288,30.4215,1721.24,21.28
289,29.8424,1566.61,22.84
290,31.1878,1783.19,20.85
291,31.3818,2057.85,21.15
292,31.714,1888.29,22.89
293,34.1722,2054.02,25.0
294,33.5355,1896.89,23.55
295,31.8584,1914.47,27.49
296,33.9475,2028.59,26.83
297,32.5823,1837.84,27.09
298,32.7193,1771.33,26.86
299,31.7209,1919.28,29.57
300,28.7565,1971.73,28.83
301,28.3833,1741.92,29.03
302,29.6209,1715.52,27.56
303,28.7942,1821.69,27.51
304,27.3706,1908.06,26.51
305,27.2782,1907.63,25.93
306,28.9165,1644.86,24.33
307,26.2149,2049.36,22.43
308,28.2226,1747.55,25.73
309,27.5754,1797.51,20.81
310,28.1735,1726.12,21.72
311,30.8717,2163.65,19.36
312,31.2381,1874.59,19.0
313,31.9967,1749.39,21.23
314,33.4582,1961.41,21.71
315,32.1528,1956.52,23.43
316,33.621,1848.43,23.4
317,32.4324,1978.8,23.81
318,33.4862,1786.09,24.05
319,32.7026,1833.39,27.53
320,32.7436,1658.94,27.93
321,33.0141,1749.12,26.58
322,30.2727,2132.92,28.5
323,33.915,2121.15,29.01
324,28.491,1940.42,28.65
325,27.4023,2140.58,29.64
326,30.2372,1930.46,29.3
327,29.0662,1929.22,27.64
328,28.3381,1974.09,26.72
329,28.0447,1961.3,27.53
330,26.9816,1959.55,25.93
331,25.7563,2131.73,24.04
332,27.5156,2021.76,21.37
333,26.8629,2098.51,22.52
334,29.9627,2146.08,22.23
335,29.003,2078.23,18.38
336,28.7618,1924.57,21.25
337,30.2944,1888.0,20.72
338,32.1194,2077.54,21.32
339,31.2757,2048.44,21.26
340,31.3647,2088.75,22.85
341,33.2633,2085.55,25.36
342,33.3674,2406.66,24.55
343,32.1374,1946.08,27.0
344,31.8915,1875.9,26.19
345,32.4694,2163.45,28.59
346,29.3279,2087.16,28.47
347,28.6653,2178.9,29.22
348,28.9223,2219.54,29.01
349,28.9034,2311.91,29.51
350,28.9664,1985.13,25.9
351,30.0917,2107.2,26.41
352,28.6884,2233.28,27.42
353,26.8623,2281.91,23.99
354,26.9715,2460.09,24.47
355,25.5984,2318.76,23.91
356,27.3742,2204.23,22.17
357,27.4457,2110.92,21.48
358,28.9841,2156.55,21.81
359,27.9827,2159.37,22.15
360,30.779,2315.09,20.04
361,33.0756,2272.99,20.56
362,31.3369,2088.72,20.8
363,32.7239,2200.37,19.75
364,33.6333,2362.81,23.14
365,32.2959,2304.23,24.9
366,33.3361,2334.48,26.02
367,32.9167,2316.09,25.16
368,32.7446,2468.89,25.75
369,30.9618,2305.3,27.85
370,31.5368,2233.57,29.29
371,31.5235,2172.59,29.02
372,32.1767,2314.69,29.29
373,30.6624,1993.76,30.01
374,31.7298,2266.09,27.72
375,26.7277,2264.73,27.61
376,28.7104,2126.56,28.63
377,27.3772,2179.43,25.84
378,30.2847,2388.16,23.73
379,25.8898,2318.51,23.3
380,26.1423,2302.52,22.06
381,26.9796,2326.19,22.53
382,25.3142,2299.32,20.64
383,28.4349,2435.79,21.41
384,28.8613,2299.54,20.26
385,31.002,2107.5,19.01
386,32.0126,2475.51,21.84
387,34.9356,2321.41,22.32
388,34.0237,2203.01,23.52
389,32.0324,2119.73,23.29
390,31.6524,2313.75,24.22
391,33.6357,2247.97,26.44
392,30.6177,2446.4,28.52
393,34.8685,2211.17,27.84
394,33.2692,2147.07,28.89
395,30.0727,2349.64,28.54
396,27.4303,2347.49,27.46
397,31.2544,2250.73,29.83
398,28.3282,2305.43,29.37
399,29.7354,2213.25,28.54
400,25.0103,2239.11,26.82
401,26.2032,2343.87,26.63
402,27.0079,2271.91,25.89
403,27.1727,2169.14,25.58
404,26.7268,2344.11,23.99
405,28.813,1890.23,22.24
406,26.8986,2412.25,20.23
407,29.01,1953.1,21.29
408,30.1804,2074.22,21.26
409,31.5481,2136.06,21.85
410,32.5674,2114.76,22.89
411,30.4344,2244.34,22.08
412,30.2969,1987.75,25.1
413,34.8143,2137.0,22.21
414,33.4985,2027.24,25.42
415,31.775,2122.89,25.24
416,34.9248,2070.49,25.09
417,32.2948,2080.14,27.63
418,33.2689,1993.69,27.01
419,30.8777,1989.14,28.7
420,33.0911,2075.47,29.03
421,31.8566,2144.9,29.98
422,28.1266,1950.52,26.96
423,29.336,1908.76,28.74
424,28.37,2077.35,27.1
425,29.1552,1990.62,27.06
426,25.5526,2085.03,24.57
427,28.1313,1867.6,22.63
428,28.9896,1753.78,21.78
429,25.2406,1894.47,20.88
430,26.7251,1857.7,22.01
431,26.1647,1931.57,22.61
432,29.5959,1856.11,20.44
433,31.8528,2013.1,21.77
434,33.7535,1881.42,20.01
435,32.2325,1926.05,22.35
436,35.041,1919.09,23.67
437,30.8276,1915.94,22.52
438,30.4449,1882.23,24.8
439,32.8145,1939.2,26.75
440,33.1742,1775.48,24.07
441,32.0723,2032.15,29.16
442,28.3988,1829.35,28.82
443,30.6428,1694.12,29.58
444,28.0433,1868.11,28.59
445,30.2281,1737.71,27.14
446,29.0499,1914.28,29.0
447,26.4689,2094.47,27.75
448,26.6311,1730.1,27.03
449,25.5134,1859.86,27.12
450,26.906,1605.1,25.76
451,28.5349,1866.33,25.89
452,25.9233,1702.0,23.15
453,28.6347,1730.05,21.48
454,27.7046,1669.95,21.35
455,28.0342,1887.38,21.55
456,29.8395,1918.14,22.02
457,29.2236,1798.16,19.67
458,30.6695,1690.06,21.54
459,30.3245,1983.31,23.78
460,35.5452,1701.65,22.76
461,32.9507,1531.73,24.9
462,31.9504,1846.01,25.49
463,33.2187,1658.6,26.99
464,32.4296,1910.33,26.19
465,31.7899,1746.84,27.02
466,32.4213,1866.24,28.48
467,31.9127,1963.54,27.33
468,29.2042,1652.2,28.73
469,28.3598,1731.61,29.12
470,28.0874,1793.03,30.25
471,24.4258,1989.54,28.23
472,25.1291,1729.28,27.63
473,29.1525,1740.52,27.2
474,29.4675,1873.13,24.04
475,26.7287,1750.7,23.8
476,28.2668,1842.8,25.43
477,28.3456,1643.13,22.09
478,33.1183,2100.16,22.65
479,30.9029,1678.13,22.1
480,29.8081,1806.93,19.52
481,29.3431,1847.61,21.45
482,29.0903,2087.26,21.68
483,32.4265,1705.24,22.5
484,31.4636,2109.0,22.25
485,30.7644,1968.79,22.85
486,32.0301,1935.18,24.52
487,31.2755,1774.39,25.94
488,35.1288,1968.71,28.18
489,33.4438,1821.17,29.65
490,31.488,2068.0,29.86
491,32.9964,1807.66,29.72
492,30.1161,1918.95,28.0
493,27.9316,1874.39,28.45
494,30.7847,1831.16,28.67
495,28.687,2047.39,27.2
496,25.8461,2031.57,27.58
497,26.8167,2121.38,26.76
498,25.6866,1771.78,25.54
499,25.028,2122.22,24.99
500,28.7912,2304.39,22.1
501,30.7428,1958.81,23.1
502,26.4021,2249.74,20.84
503,30.068,2000.07,20.2
504,29.024,1876.31,21.53
505,30.0458,2013.67,22.35
506,30.6114,2185.47,22.02
507,30.8253,1968.41,22.19
508,32.6709,2006.22,23.31
509,31.6514,2158.7,24.1
510,33.4057,2097.0,23.87
511,32.8224,2175.86,24.79
512,32.2397,2143.23,26.92
513,30.76,2181.12,27.91
514,30.6348,2080.46,28.48
515,31.9095,2168.78,29.54
516,30.7514,2038.19,28.78
517,27.7572,2312.43,29.43
518,28.649,2089.89,28.32
519,29.0058,2309.47,29.65
520,24.8978,2153.8,27.08
521,27.9173,2213.69,28.38
522,26.0061,2137.48,25.35
523,27.9581,2082.15,23.75
524,26.257,2001.67,22.1
525,25.1714,2091.14,20.73
526,26.0587,2185.39,20.54
527,29.2957,2255.92,20.26
528,30.3896,2357.7,21.39
529,29.42,2188.66,20.61
530,32.4579,2141.72,21.72
531,29.629,2079.56,23.45
532,32.499,2315.11,22.91
533,31.0813,2428.01,26.04
534,32.0222,2418.2,23.82
535,32.9689,2355.33,25.88
536,31.3075,2350.34,26.46
537,31.5445,2480.69,28.76
538,33.0094,2319.74,26.22
539,29.9111,2360.02,27.42
540,31.2535,2246.24,28.89
541,27.529,2123.2,30.42
542,29.2947,2206.15,28.69
543,30.041,2288.33,26.48
544,23.6945,2297.6,25.8
545,25.9069,2521.98,27.71
546,27.8656,2300.75,24.38
547,26.7977,2432.29,23.02
548,27.9586,2238.09,24.48
549,26.9727,2252.03,23.18
550,28.6299,2128.73,22.81
551,28.99,2197.56,20.19
552,31.7517,2347.97,19.47
553,31.1581,2283.39,21.27
554,32.0064,2393.05,21.87
555,31.5035,2298.72,22.54
556,31.8667,2231.42,24.48
557,32.2489,2527.94,22.23
558,33.5917,2254.97,25.86
559,32.2663,2401.59,24.94
560,33.0327,2209.36,27.86
561,35.2344,2337.83,27.35
562,32.8067,2358.92,27.65
563,30.2874,2267.17,28.25
564,31.8018,1953.92,27.55
565,28.6114,2232.68,28.9
566,25.4428,2371.92,27.69
567,26.3666,2281.07,28.61
568,24.5957,2264.54,27.64
569,26.575,1997.4,27.72
570,27.0276,2110.42,25.37
571,29.6169,2238.82,24.49
572,27.8923,2231.08,24.4
573,27.55,2319.77,21.54
574,29.7441,2148.62,20.05
575,25.9068,2206.52,21.34
576,30.3534,2151.44,19.58
577,31.9328,2022.54,23.59
578,29.2821,1861.64,22.99
579,33.837,2175.29,24.34
580,33.1058,2135.56,23.06
581,32.2748,2031.52,24.52
582,33.9492,1902.33,24.54
583,36.3038,2163.05,26.92
584,32.8709,2046.35,25.78
585,32.4937,2135.82,25.29
586,30.811,2283.37,27.67
587,29.5017,1793.38,27.41
588,31.2455,1957.05,30.48
589,27.9394,2006.53,30.68
590,28.6073,2196.9,27.06
591,27.1622,1816.64,29.12
592,28.1204,2236.04,27.95
593,27.6027,2010.82,24.47
594,28.5563,1973.85,24.61
595,26.3372,1952.53,23.38
596,26.9971,1914.96,23.75
597,26.4105,2084.2,20.94
598,27.8336,1821.44,21.44
599,29.7895,1982.48,20.45
600,31.1355,1886.43,21.47
601,29.3932,1832.73,20.92
602,32.8044,2226.32,21.0
603,34.1548,1958.28,21.96
604,33.2182,1973.76,25.04
605,35.713,2029.08,23.55
606,31.8393,1714.57,23.96
607,31.0308,2088.2,26.62
608,29.93,1569.88,26.86
609,34.3654,1771.97,26.41
610,32.4815,1802.65,30.7
611,30.6931,1921.31,28.51
612,30.42,1871.79,28.62
613,27.5353,1819.83,29.02
614,32.1686,1833.0,30.19
615,28.0725,1711.96,26.15
616,27.566,1644.83,27.28
617,28.1909,1907.15,28.12
618,27.7215,1899.0,25.13
619,27.438,2002.0,22.73
620,26.2162,1713.48,22.38
621,28.5859,1888.17,22.38
622,31.323,1768.06,22.87
623,31.2417,1942.38,20.8
624,32.3898,1919.9,21.83
625,30.0096,1820.7,19.7
626,30.0156,1753.05,20.09
627,31.9326,1907.88,21.69
628,32.6817,1869.33,24.44
629,34.5391,1709.04,24.03
630,30.4613,1631.66,25.29
631,35.1921,1756.55,26.31
632,32.3611,1973.55,28.11
633,31.481,1930.15,27.22
634,29.9818,1660.31,29.15
635,28.2942,1655.23,28.03
636,31.2348,1950.23,30.98
637,29.3335,1663.24,28.06
638,26.5651,1863.22,27.58
639,25.9361,1731.1,28.38
640,26.8982,2002.33,27.08
641,29.6058,1719.41,26.36
642,26.6106,1952.96,25.23
643,24.8475,1842.15,22.87
644,27.0333,1854.76,24.61
645,27.4696,1592.88,23.07
646,24.4547,1570.09,22.89
647,29.1421,1813.38,20.61
648,29.6536,1875.17,21.42
649,31.8208,1716.48,21.33
650,34.2734,1727.09,22.66
651,33.8112,1931.6,23.33
652,32.1947,1938.5,23.19
653,31.238,1861.4,22.45
654,36.86,1978.75,26.78
655,32.9866,1751.64,26.59
656,32.619,1857.46,26.39
657,32.0851,2105.74,28.23
658,31.7971,1924.2,26.95
659,30.5599,1939.34,29.92
660,29.1395,2209.24,27.53
661,28.4033,1773.11,28.64
662,28.4509,2045.24,28.71
663,27.0635,2158.11,28.87
664,26.3327,1928.33,27.11
665,27.2619,2079.45,26.67
666,26.6175,1867.53,24.97
667,29.3582,1912.11,23.93
668,23.4255,2049.94,23.09
669,29.5159,2108.84,21.98
670,30.3691,2156.83,19.85
671,26.1135,2220.01,20.37
672,29.486,2032.91,21.24
673,30.2193,2193.58,20.89
674,29.3887,2018.61,21.38
675,30.9546,2177.24,21.85
676,30.9322,2103.16,22.14
677,35.5262,2140.96,23.47
678,34.4035,2147.45,24.69
679,34.8051,1913.14,26.04
680,33.6806,1979.79,27.39
681,30.4277,2135.87,27.65
682,30.7132,1929.86,27.43
683,31.5105,2240.72,27.47
684,28.1668,2254.06,31.6
685,30.293,2197.08,27.73
686,28.1395,2031.46,27.95
687,27.3164,2339.62,28.35
688,28.4684,2426.3,27.36
689,27.7686,2207.1,26.56
690,26.4586,2258.14,24.56
691,28.8412,2228.28,24.2
692,25.7803,2274.69,23.06
693,28.8026,2203.43,21.86
694,29.3897,2220.12,21.78
695,28.7592,2339.18,22.19
696,30.4892,2517.93,20.98
697,28.8998,2074.14,21.12
698,32.886,2235.1,22.6
699,31.844,2111.03,23.13
700,31.814,2448.55,24.58
701,34.4713,2191.5,22.21
702,31.9435,2093.06,25.91
703,30.7851,2346.72,26.64
704,30.2631,2483.04,26.11
705,33.0303,2356.6,28.08
706,29.5794,2304.47,29.52
707,33.4086,2331.58,28.03
708,26.8771,2454.51,29.44
709,31.7682,2181.74,29.74
710,28.8165,2274.79,27.39
711,27.7336,2235.11,27.69
712,26.5845,2150.16,27.3
713,27.7009,2251.42,25.24
714,26.9435,2423.93,24.12
715,28.7572,2358.82,23.83
716,27.5733,2367.62,23.8
717,28.1041,2307.01,22.82
718,27.9546,2351.01,20.67
719,29.1381,2190.57,21.79
720,30.4617,2247.59,20.16
721,28.2112,2305.52,19.53
722,29.4777,2313.2,21.17
723,33.2362,2315.39,23.29
724,32.8544,2257.12,23.66
725,32.6218,2224.85,23.96
726,33.0277,2645.17,24.58
727,33.4192,2370.84,25.65
728,31.7884,2307.08,27.11
729,30.9539,2224.7,26.76
730,31.7938,2193.41,28.12
731,29.3089,2226.45,28.65
732,30.6124,2271.6,27.65
733,26.6697,2004.84,28.03
734,30.0437,2035.94,28.87
735,28.5876,2141.35,27.84
736,27.786,2235.9,26.69
737,28.5763,2175.36,25.12
738,29.4982,2374.25,26.58
739,28.6238,2011.57,23.13
740,24.6406,2091.67,23.25
741,25.9593,2356.42,21.68
742,27.5628,2181.73,21.57
743,29.2627,2264.0,21.59
744,30.7765,2395.62,19.63
745,29.6878,2057.72,21.13
746,31.7802,2120.42,22.73
747,30.9882,2090.88,23.93
748,31.6808,1880.14,22.87
749,30.7878,2068.46,24.01
750,31.6152,2202.36,27.21
751,30.8703,2152.35,27.17
752,31.1343,2152.55,26.38
753,33.7018,2023.93,27.21
754,30.0759,1980.95,29.42
755,34.725,2202.66,27.85
756,30.74,1981.32,30.09
757,29.5008,2066.94,29.2
758,27.2125,2041.92,28.98
759,28.9291,2188.41,27.57
760,26.5385,2120.31,26.37
761,27.2852,1839.09,27.5
762,30.8401,1842.86,24.75
763,26.9581,2045.76,23.55
764,29.1258,1959.59,22.92
765,26.8239,1903.81,22.36
766,28.4475,2071.54,20.51
767,31.8797,1963.52,20.57
768,29.0595,1938.82,20.38
769,33.4951,2017.76,21.98
770,32.5616,1870.99,20.65
771,31.2776,2096.21,20.42
772,33.5467,1805.6,21.03
773,34.3566,1971.38,22.49
774,33.9327,2057.19,26.36
775,30.5424,1712.65,26.05
776,31.5074,1829.76,27.5
777,31.75,2001.29,28.36
778,31.3883,1996.61,28.52
779,31.7075,1830.93,28.79
780,30.2666,1757.38,30.04
781,27.2205,1954.56,29.01
782,29.0703,1976.47,29.86
783,28.7946,1689.56,28.45
784,28.2416,1680.02,26.38
785,28.7234,1847.0,25.54
786,28.2509,1891.28,24.27
787,27.791,1775.97,25.18
788,27.2967,1889.8,22.59
789,25.3872,1719.81,21.37
790,29.1444,1548.34,21.86
791,29.5351,1748.65,21.04
792,30.4074,1804.86,21.29
793,28.8613,1762.26,23.03
794,29.8784,1654.76,22.45
795,33.701,1574.69,22.2
796,32.5387,1730.01,21.59
797,33.92,1898.89,23.46
798,33.0425,1941.74,25.71
799,32.9424,1933.7,24.86
800,34.0055,1693.79,29.14
801,31.3473,1654.13,27.84
802,31.6442,1853.39,28.51
803,30.083,1871.57,28.2
804,29.3483,1845.29,29.5
805,28.7598,1557.83,27.71
806,28.8332,1698.08,30.63
807,27.1606,1801.47,29.15
808,29.2856,1866.75,27.98
809,25.7603,1903.94,24.64
810,26.7197,1833.07,25.21
811,26.4426,1859.67,25.17
812,29.5724,1834.68,23.59
813,28.1735,1911.59,21.17
814,30.0478,1871.98,20.89
815,26.9952,1847.74,20.68
816,30.4006,1813.34,20.4
817,32.1109,1861.26,22.67
818,31.6234,1915.89,19.61
819,33.7195,1896.32,22.83
820,31.8221,1916.66,21.71
821,35.0118,2039.05,23.0
822,36.4483,1916.95,22.99
823,32.3535,1814.67,25.49
824,31.9298,2006.2,28.51
825,34.3014,1744.05,28.09
826,33.8694,1786.23,27.27
827,29.9922,1964.48,29.88
828,29.3697,1994.5,30.23
829,28.8009,1791.62,28.97
830,26.4833,1903.73,30.5
831,26.5007,1885.7,28.65
832,25.8957,1908.91,27.68
833,25.9505,2089.53,25.23
834,26.948,2070.15,25.63
835,27.4535,1992.23,24.18
836,29.7277,1938.22,23.52
837,26.3811,1851.05,21.49
838,29.9765,2192.74,21.66
839,28.9026,2102.71,20.32
840,29.9258,1956.2,18.85
841,31.7887,2136.7,22.13
842,29.8159,2051.26,20.03
843,32.6949,2034.54,22.28
844,32.8478,2130.49,23.33
845,33.6365,1998.5,24.29
846,33.4338,2055.38,24.72
847,36.5807,2120.28,26.31
848,31.6415,2054.75,27.47
849,31.3248,2203.86,28.56
850,30.5653,2356.62,30.2
851,29.9432,2050.46,29.1
852,29.0439,1949.66,29.06
853,31.0071,1917.61,27.96
854,30.6308,2147.94,28.9
855,27.0226,2094.43,28.5
856,26.1534,2206.77,26.81
857,27.8093,2205.37,26.58
858,26.1717,2004.49,24.71
859,28.0516,1986.29,24.64
860,27.7063,2246.56,23.91
861,25.6051,2234.03,23.07
862,30.8213,2173.16,21.65
863,31.9174,2031.64,20.1
864,29.0808,2293.02,20.39
865,30.1949,2394.78,21.73
866,31.9288,2280.92,23.98
867,32.623,2150.98,21.83
868,33.5859,2262.85,23.46
869,35.9131,2098.1,23.41
870,32.7346,2393.2,24.03
871,31.7003,2279.96,25.36
872,30.5291,2061.54,24.92
873,31.0249,2240.89,29.18
874,31.4503,2335.49,26.23
875,33.4683,2242.52,28.6
