clock_hour,q_feed_available_m3_h,c_feed_mg_l,temp_c
63,29.1462,2101.25,25.3
64,29.6375,2052.97,25.72
65,29.7307,2075.87,25.31
66,29.2784,2101.28,25.18
67,29.6249,2093.83,24.63
68,29.5023,2070.02,24.15
69,29.3115,2058.54,24.41
70,29.7584,2089.69,23.95
71,30.2802,2081.23,23.76
72,29.9893,2047.24,23.74
73,30.6506,2041.12,24.15
74,29.5641,2007.46,24.16
75,30.7415,2061.36,24.45
76,30.6323,2053.67,24.63
77,30.5864,2082.35,24.66
78,30.7275,2061.1,24.99
79,30.0799,2083.65,25.16
80,30.5403,2031.02,25.46
81,30.6021,2075.05,25.51
82,30.7934,2031.51,25.94
83,30.0257,2062.31,26.18
84,29.7575,2004.53,25.84
85,29.6683,2045.01,26.22
86,29.9246,1987.65,25.89
87,29.6037,2028.72,25.76
88,29.2349,2044.56,25.16
89,29.4778,2018.68,24.9
90,29.3291,2003.61,25.03
91,29.6144,2049.21,24.9
92,29.1832,2023.68,24.37
93,29.4067,2012.25,24.63
94,29.5324,2023.78,24.28
95,29.3798,2086.92,23.85
96,30.0888,2048.14,24.01
97,30.2595,2046.7,24.53
98,30.3515,2026.89,23.89
99,30.4246,2018.56,24.4
100,30.1816,1952.93,24.44
101,30.55,1994.33,24.88
102,30.5972,1997.81,25.25
103,30.4355,1961.51,25.18
104,30.5578,1978.06,25.72
105,30.6162,1956.12,26.15
106,30.9159,2003.39,25.88
107,30.2335,2023.57,26.12
108,30.0773,2029.58,25.88
109,29.7965,2011.14,25.97
110,29.0744,1975.6,25.83
111,29.4971,1950.36,25.87
112,29.4119,1953.78,25.74
113,30.0628,1965.07,25.24
114,29.2423,1973.73,25.31
115,29.4143,1991.18,25.05
116,29.3834,1969.1,24.67
117,29.1544,2002.28,24.19
118,29.9928,1987.41,24.01
119,30.0444,1992.97,23.87
120,30.2373,2020.76,24.19
121,29.9084,1962.37,23.79
122,30.7708,2002.03,24.27
123,30.0744,1990.97,24.08
124,30.7823,1982.8,24.66
125,31.3333,2013.17,24.74
126,30.4028,2012.98,25.27
127,30.5063,1967.37,25.49
128,30.6361,1986.59,25.79
129,30.3439,1998.34,26.0
130,29.8848,1984.73,25.89
131,30.2017,2006.5,25.73
132,29.6813,1999.28,25.79
133,29.9609,2038.52,25.55
134,29.3742,1954.96,25.65
135,29.97,1990.74,25.72
136,29.1588,1971.74,25.39
137,29.2272,2010.27,25.22
138,29.5441,1955.52,25.1
139,28.9546,2005.45,24.68
140,29.462,1981.95,24.28
141,29.8972,1980.31,24.28
142,29.1678,1963.53,23.95
143,29.8742,1989.14,23.98
144,30.078,2029.02,24.27
145,30.4157,2002.47,23.98
146,29.9789,2020.04,24.49
147,30.0988,2047.26,24.58
148,30.7628,2013.59,24.38
149,30.7652,1994.42,24.52
150,30.7751,2021.51,24.99
151,30.7801,1997.7,25.49
152,30.4022,2000.22,25.4
153,30.5647,1976.4,25.89
154,30.4379,2039.16,26.11
155,29.9669,2007.99,25.81
156,30.5597,2023.86,25.86
157,29.961,1995.11,26.11
158,29.2926,2033.63,25.9
159,29.702,2005.44,25.57
160,29.1014,2022.72,25.43
161,29.56,2050.0,25.24
162,29.6476,2049.64,24.69
163,29.0776,2031.15,24.89
164,29.6828,1989.34,24.4
165,29.6289,2110.22,23.74
166,29.8966,2080.91,24.13
167,30.3879,2057.2,23.89
168,29.9264,2022.17,24.34
169,29.9551,2040.03,23.92
170,30.0831,2031.15,23.91
171,30.2502,2078.19,24.39
172,30.5831,2055.01,24.37
173,30.7785,2030.69,24.59
174,30.783,2040.36,25.1
175,30.9243,2081.97,25.05
176,30.6101,2095.74,25.21
177,30.931,2095.72,26.05
178,30.2706,2078.19,25.98
179,30.9972,2054.68,25.91
180,30.1877,1981.66,26.0
181,29.5617,2071.79,26.07
182,29.3287,2065.95,26.06
183,29.6498,2071.1,25.56
184,29.3267,2070.51,25.57
185,29.5381,2037.53,25.16
186,29.442,2086.11,24.96
187,29.302,2089.42,24.77
188,29.1397,2092.07,24.5
189,29.0506,2100.02,24.44
190,29.516,2092.75,24.23
191,30.0757,2068.65,23.73
192,30.0642,2078.32,23.73
193,29.8075,2083.51,23.96
194,30.402,2085.0,24.5
195,30.6106,2108.29,24.12
196,30.3411,2100.39,24.46
197,30.7223,2137.14,24.63
198,30.7175,2141.21,24.89
199,30.3333,2088.82,25.29
200,30.7136,1991.63,25.78
201,30.6632,2119.11,25.8
202,30.6749,2075.27,25.71
203,30.4973,2069.26,26.52
204,29.5867,2079.79,26.02
205,29.5375,2078.96,25.85
206,29.8045,2105.75,26.15
207,29.6592,2051.7,25.61
208,29.5483,2063.92,25.83
209,30.4797,2099.54,25.08
210,29.4713,2106.57,25.29
211,29.6645,2107.0,24.78
212,29.68,2071.18,24.76
213,29.7004,2066.23,24.67
214,29.5554,2077.78,23.91
215,30.0465,2096.13,24.29
216,29.7682,2126.88,23.72
217,30.1101,2038.11,23.82
218,30.2044,2083.26,23.97
219,30.5195,2054.88,24.39
220,31.3006,2046.24,24.51
221,30.116,2111.0,24.71
222,30.9059,2099.66,25.03
223,30.1923,2096.44,25.38
224,30.4646,2107.33,25.63
225,30.8217,2071.34,25.93
226,30.3693,2071.5,26.23
227,29.8578,2135.87,25.96
228,29.7854,2073.93,25.9
229,30.0227,2097.28,26.09
230,29.4309,2077.81,25.64
231,29.57,2030.15,25.57
232,29.4075,2023.89,25.7
233,29.1284,2059.14,25.23
234,29.9432,2098.58,24.76
235,29.514,2090.4,24.44
236,28.7862,2092.02,24.51
237,29.561,2042.93,24.52
238,29.4515,2106.4,24.36
239,30.0746,2040.24,24.06
240,29.7622,2068.01,24.4
241,30.1468,2060.74,24.01
242,30.5015,2054.92,24.11
243,30.7547,2090.98,23.78
244,30.2461,2038.11,24.41
245,30.5758,2020.2,24.91
246,30.5575,2052.63,25.31
247,30.4801,2040.3,25.09
248,31.1359,2132.89,25.59
249,30.6165,2063.51,25.92
250,29.9717,2034.5,25.87
251,30.4565,2016.47,25.51
252,30.6366,1993.99,26.05
253,30.1286,2013.5,26.12
254,29.1942,2040.14,25.68
255,29.3598,2071.08,25.66
256,29.7739,2061.59,25.27
257,29.1116,2037.43,24.74
258,29.4331,2021.79,25.21
259,29.5562,2034.78,24.74
260,29.1157,2013.3,24.82
261,29.4872,2067.45,24.46
262,28.6776,2018.0,24.06
263,29.5115,2018.85,24.02
264,29.9242,1963.91,24.11
265,29.8068,2012.75,24.23
266,30.8397,2036.91,24.2
267,30.0659,1987.71,24.51
268,30.4742,1994.07,24.44
269,30.7154,2031.13,24.54
270,31.1324,1972.91,24.99
271,30.2454,2034.83,25.3
272,30.9552,1993.69,25.26
273,30.498,1995.93,25.44
274,30.0555,1976.25,25.96
275,30.3198,2012.55,25.88
276,30.0597,2063.41,25.97
277,29.6388,2020.31,25.89
278,29.6709,1978.08,26.17
279,29.3894,2027.05,25.96
280,29.4278,1989.78,25.25
281,29.5225,2031.16,25.15
282,29.7758,2016.12,25.17
283,28.9525,1921.59,24.86
284,30.0337,1969.35,24.49
285,28.9194,2017.42,24.07
286,29.6045,1997.01,24.0
287,29.9953,1967.11,23.93
288,30.0843,1976.41,24.06
289,29.9944,1944.22,24.37
290,30.2876,1989.35,24.0
291,30.3471,2046.58,24.09
292,30.4294,2011.26,24.48
293,30.931,2045.8,24.95
294,30.8071,2013.06,24.71
295,30.4683,2016.72,25.55
296,30.8761,2040.49,25.47
297,30.5872,2000.75,25.56
298,30.5939,1986.88,25.55
299,30.3701,2017.69,26.11
300,29.7513,2028.6,25.97
301,29.6508,1980.7,26.0
302,29.8742,1975.18,25.69
303,29.6881,1997.28,25.64
304,29.3875,2015.24,25.4
305,29.3591,2015.12,25.24
306,29.6833,1960.35,24.87
307,29.1464,2044.58,24.43
308,29.5579,1981.67,25.05
309,29.4444,1992.04,24.02
310,29.5847,1977.12,24.17
311,30.1485,2068.23,23.68
312,30.2476,2007.96,23.6
313,30.4252,1981.83,24.05
314,30.7416,2025.95,24.17
315,30.5013,2024.87,24.55
316,30.8108,2002.3,24.58
317,30.5831,2029.4,24.71
318,30.7972,1989.19,24.81
319,30.6371,1998.99,25.56
320,30.6353,1962.58,25.69
321,30.6735,1981.3,25.46
322,30.1045,2061.19,25.87
323,30.8089,2058.67,25.99
324,29.6982,2020.95,25.93
325,29.4546,2062.58,26.12
326,29.9974,2018.73,26.03
327,29.7425,2018.4,25.67
328,29.581,2027.68,25.44
329,29.5124,2024.94,25.56
330,29.2963,2024.49,25.19
331,29.0547,2060.29,24.76
332,29.4165,2037.3,24.17
333,29.3019,2053.21,24.36
334,29.9425,2063.05,24.27
335,29.7747,2048.84,23.48
336,29.7524,2016.74,24.05
337,30.0848,2009.05,23.95
338,30.4739,2048.46,24.09
339,30.3259,2042.32,24.11
340,30.3596,2050.64,24.47
341,30.7493,2049.89,25.02
342,30.7735,2116.72,24.91
343,30.5241,2020.69,25.45
344,30.4649,2005.99,25.34
345,30.5646,2065.82,25.86
346,29.9156,2049.86,25.87
347,29.7589,2068.9,26.04
348,29.7845,2077.29,26.0
349,29.7548,2096.47,26.09
350,29.7433,2028.32,25.35
351,29.9476,2053.68,25.42
352,29.6511,2079.89,25.58
353,29.2759,2089.95,24.85
354,29.2943,2127.01,24.89
355,29.0231,2097.51,24.73
356,29.3882,2073.59,24.33
357,29.4184,2054.09,24.15
358,29.7468,2063.55,24.19
359,29.5707,2064.08,24.24
360,30.1558,2096.47,23.81
361,30.641,2087.65,23.92
362,30.3174,2049.22,23.99
363,30.6155,2072.44,23.81
364,30.8133,2106.24,24.53
365,30.5558,2094.0,24.93
366,30.7672,2100.26,25.2
367,30.6799,2096.4,25.08
368,30.6355,2128.2,25.25
369,30.2631,2094.1,25.71
370,30.3574,2079.13,26.03
371,30.3306,2066.4,26.0
372,30.4353,2095.99,26.06
373,30.1066,2029.11,26.19
374,30.296,2085.83,25.72
375,29.2748,2085.54,25.66
376,29.6555,2056.75,25.83
377,29.3789,2067.76,25.22
378,29.9569,2111.24,24.75
379,29.0814,2096.73,24.61
380,29.1419,2093.4,24.31
381,29.3252,2098.34,24.36
382,29.0128,2092.76,23.95
383,29.6611,2121.2,24.09
384,29.7723,2092.83,23.85
385,30.2263,2052.84,23.61
386,30.4525,2129.53,24.2
387,31.0578,2097.45,24.32
388,30.8913,2072.81,24.6
389,30.5031,2055.49,24.61
390,30.4305,2095.95,24.84
391,30.8237,2082.28,25.34
392,30.2101,2123.65,25.8
393,31.0444,2074.69,25.71
394,30.7038,2061.38,25.95
395,30.0404,2103.62,25.9
396,29.4861,2103.22,25.69
397,30.225,2083.11,26.16
398,29.6156,2094.56,26.05
399,29.8764,2075.41,25.85
400,28.9155,2080.86,25.46
401,29.144,2102.74,25.38
402,29.3016,2087.81,25.18
403,29.3379,2066.46,25.07
404,29.2588,2102.98,24.7
405,29.6919,2008.48,24.31
406,29.3297,2117.3,23.87
407,29.7761,2021.71,24.07
408,30.0361,2047.02,24.05
409,30.3355,2059.97,24.18
410,30.5635,2055.61,24.4
411,30.1576,2082.67,24.27
412,30.146,2029.29,24.92
413,31.0595,2060.46,24.39
414,30.7997,2037.67,25.08
415,30.4516,2057.67,25.1
416,31.0716,2046.83,25.12
417,30.5297,2048.92,25.67
418,30.7038,2030.99,25.57
419,30.2014,2030.12,25.93
420,30.6182,2048.18,26.01
421,30.3454,2062.72,26.19
422,29.5753,2022.31,25.56
423,29.7965,2013.68,25.89
424,29.5874,2048.88,25.52
425,29.7344,2030.89,25.46
426,29.0105,2050.64,24.91
427,29.5297,2005.41,24.47
428,29.7113,1981.78,24.26
429,28.9774,2011.16,24.03
430,29.295,2003.57,24.23
431,29.2071,2019.04,24.33
432,29.9192,2003.38,23.89
433,30.3964,2036.16,24.16
434,30.8007,2008.8,23.83
435,30.5172,2018.16,24.33
436,31.0948,2016.77,24.63
437,30.2621,2016.18,24.45
438,30.189,2009.22,24.96
439,30.6595,2021.15,25.4
440,30.7214,1987.1,24.91
441,30.4852,2040.63,25.97
442,29.7298,1998.43,25.94
443,30.1544,1970.31,26.11
444,29.6087,2006.61,25.92
445,30.0197,1979.49,25.62
446,29.76,2016.32,25.97
447,29.2231,2053.9,25.69
448,29.2396,1978.03,25.51
449,29.0061,2005.1,25.48
450,29.2812,1952.06,25.15
451,29.6104,2006.52,25.13
452,29.0981,1972.31,24.53
453,29.6562,1978.18,24.15
454,29.4909,1965.69,24.1
455,29.581,2011.01,24.12
456,29.9679,2017.44,24.2
457,29.8706,1992.46,23.74
458,30.1839,1969.95,24.14
459,30.1356,2031.05,24.61
460,31.1956,1972.38,24.45
461,30.6867,1936.98,24.93
462,30.4901,2002.46,25.1
463,30.7403,1963.42,25.45
464,30.5725,2015.86,25.34
465,30.4287,1981.79,25.55
466,30.5343,2006.65,25.87
467,30.4084,2026.91,25.66
468,29.8408,1962.03,25.95
469,29.6461,1978.56,26.02
470,29.5675,1991.33,26.22
471,28.8144,2032.24,25.79
472,28.9392,1978.0,25.63
473,29.7339,1980.31,25.49
474,29.7935,2007.91,24.81
475,29.2491,1982.36,24.71
476,29.5667,2001.51,24.99
477,29.5984,1959.88,24.28
478,30.5737,2055.05,24.36
479,30.1547,1967.08,24.23
480,29.9616,1993.86,23.7
481,29.8945,2002.29,24.1
482,29.8681,2052.16,24.16
483,30.556,1972.52,24.36
484,30.3793,2056.58,24.35
485,30.2495,2027.32,24.52
486,30.506,2020.25,24.9
487,30.3517,1986.69,25.24
488,31.1124,2027.11,25.74
489,30.7595,1996.31,26.07
490,30.3476,2047.67,26.15
491,30.6252,1993.36,26.14
492,30.0232,2016.48,25.8
493,29.5604,2007.12,25.88
494,30.1069,1998.04,25.91
495,29.6667,2043.02,25.58
496,29.0826,2039.65,25.62
497,29.2668,2058.28,25.4
498,29.0373,1985.38,25.11
499,28.909,2058.31,24.95
500,29.6716,2096.18,24.32
501,30.0779,2024.11,24.48
502,29.2304,2084.64,23.99
503,29.9877,2032.55,23.85
504,29.8048,2006.69,24.11
505,30.035,2035.23,24.28
506,30.1723,2070.94,24.23
507,30.2358,2025.64,24.3
508,30.6208,2033.44,24.56
509,30.4269,2065.13,24.77
510,30.7811,2052.2,24.77
511,30.6611,2068.56,25.01
512,30.5345,2061.68,25.48
513,30.2227,2069.5,25.72
514,30.177,2048.46,25.87
515,30.4078,2066.79,26.1
516,30.1503,2039.51,25.96
517,29.5256,2096.57,26.08
518,29.6798,2050.14,25.84
519,29.7304,2095.82,26.07
520,28.893,2063.33,25.52
521,29.4869,2075.74,25.73
522,29.1012,2059.8,25.07
523,29.495,2048.21,24.7
524,29.1648,2031.39,24.32
525,28.9636,2049.97,24.0
526,29.1617,2069.55,23.94
527,29.8333,2084.2,23.86
528,30.0779,2105.35,24.08
529,29.9099,2070.09,23.93
530,30.5416,2060.26,24.17
531,29.9965,2047.27,24.55
532,30.5864,2096.3,24.48
533,30.3128,2119.79,25.16
534,30.5044,2117.71,24.76
535,30.6904,2104.58,25.23
536,30.3481,2103.51,25.39
537,30.3796,2130.63,25.89
538,30.6519,2097.08,25.42
539,30.0081,2105.45,25.68
540,30.2507,2081.73,25.98
541,29.4799,2056.08,26.28
542,29.8089,2073.35,25.91
543,29.9375,2090.46,25.44
544,28.6523,2092.38,25.26
545,29.0848,2139.12,25.59
546,29.4731,2093.03,24.88
547,29.2629,2120.44,24.55
548,29.5051,2079.98,24.8
549,29.3238,2082.89,24.5
550,29.676,2057.22,24.39
551,29.7721,2071.57,23.84
552,30.3503,2102.92,23.69
553,30.2575,2089.49,24.06
554,30.4513,2112.35,24.2
555,30.3714,2092.73,24.37
556,30.4599,2078.73,24.8
557,30.5464,2140.54,24.39
558,30.8183,2083.7,25.17
559,30.5499,2114.28,25.04
560,30.6932,2074.27,25.67
561,31.1176,2101.08,25.61
562,30.6113,2105.51,25.7
563,30.0834,2086.44,25.84
564,30.3604,2021.23,25.71
565,29.6964,2079.35,25.97
566,29.0386,2108.41,25.71
567,29.2026,2089.54,25.86
568,28.8325,2086.15,25.63
569,29.2184,2030.56,25.6
570,29.3055,2054.16,25.07
571,29.8268,2080.97,24.85
572,29.4919,2079.43,24.78
573,29.4393,2097.97,24.17
574,29.8988,2062.38,23.84
575,29.1555,2074.51,24.07
576,30.0707,2063.1,23.72
577,30.4124,2036.32,24.52
578,29.9064,2002.87,24.43
579,30.8381,2068.29,24.73
580,30.7078,2060.09,24.51
581,30.5516,2038.49,24.85
582,30.8898,2011.65,24.91
583,31.3574,2066.04,25.44
584,30.6608,2041.8,25.26
585,30.5694,2060.52,25.2
586,30.2122,2091.34,25.71
587,29.9262,1989.33,25.67
588,30.2491,2023.51,26.3
589,29.562,2033.9,26.33
590,29.6715,2073.63,25.59
591,29.3617,1994.49,25.97
592,29.5375,2081.94,25.69
593,29.424,2035.1,24.94
594,29.6113,2027.47,24.92
595,29.1708,2023.11,24.63
596,29.3128,2015.36,24.65
597,29.2114,2050.69,24.05
598,29.5167,1996.02,24.11
599,29.932,2029.64,23.9
600,30.2271,2009.7,24.09
601,29.9045,1998.58,23.99
602,30.6109,2080.65,24.03
603,30.9017,2024.87,24.25
604,30.7302,2028.17,24.91
605,31.2392,2039.75,24.66
606,30.4679,1974.29,24.79
607,30.3028,2052.19,25.38
608,30.0726,1944.27,25.47
609,30.9438,1986.43,25.42
610,30.5463,1992.87,26.31
611,30.1645,2017.64,25.9
612,30.084,2007.38,25.92
613,29.4812,1996.6,26.0
614,30.3837,1999.39,26.21
615,29.5438,1974.21,25.37
616,29.4266,1960.27,25.56
617,29.5416,2014.96,25.68
618,29.4443,2013.29,25.03
619,29.391,2034.78,24.49
620,29.1566,1974.71,24.38
621,29.6465,2011.13,24.33
622,30.2146,1986.13,24.4
623,30.2225,2022.47,23.97
624,30.478,2017.8,24.17
625,30.0278,1997.15,23.75
626,30.0531,1983.07,23.85
627,30.4572,2015.34,24.2
628,30.6229,2007.31,24.79
629,31.0044,1973.92,24.75
630,30.1923,1957.81,25.06
631,31.135,1983.82,25.31
632,30.5588,2029.03,25.72
633,30.3669,2019.98,25.59
634,30.0464,1963.75,26.0
635,29.6847,1962.68,25.8
636,30.247,2024.12,26.4
637,29.8408,1964.31,25.81
638,29.263,2005.95,25.69
639,29.1165,1978.4,25.82
640,29.293,2034.88,25.52
641,29.8246,1975.91,25.32
642,29.2221,2024.54,25.05
643,28.8729,2001.42,24.52
644,29.3201,2004.0,24.82
645,29.4232,1949.41,24.47
646,28.8409,1944.62,24.41
647,29.8025,1995.26,23.93
648,29.9307,2008.08,24.08
649,30.39,1974.97,24.07
650,30.9047,1977.13,24.36
651,30.8329,2019.68,24.52
652,30.5256,2021.06,24.54
653,30.3442,2004.94,24.44
654,31.472,2029.33,25.36
655,30.6939,1981.95,25.37
656,30.6104,2003.94,25.38
657,30.4877,2055.6,25.79
658,30.4094,2017.71,25.56
659,30.1379,2020.79,26.18
660,29.8279,2076.95,25.71
661,29.6548,1986.02,25.92
662,29.6402,2042.64,25.91
663,29.342,2066.09,25.91
664,29.1799,2018.14,25.52
665,29.3558,2049.55,25.39
666,29.2235,2005.32,24.99
667,29.775,2014.54,24.73
668,28.5985,2043.17,24.52
669,29.8325,2055.37,24.26
670,30.0238,2065.29,23.8
671,29.1968,2078.37,23.88
672,29.8972,2039.31,24.05
673,30.0697,2072.71,23.98
674,29.9277,2036.18,24.1
675,30.2616,2069.15,24.23
676,30.273,2053.64,24.33
677,31.2018,2061.44,24.64
678,30.9807,2062.71,24.94
679,31.0576,2013.82,25.26
680,30.8227,2027.63,25.58
681,30.1563,2060.08,25.67
682,30.1926,2017.09,25.66
683,30.328,2081.77,25.69
684,29.6334,2084.48,26.52
685,30.0327,2072.54,25.74
686,29.5779,2037.97,25.76
687,29.3926,2102.11,25.81
688,29.6071,2120.1,25.57
689,29.4571,2074.37,25.36
690,29.1917,2084.94,24.91
691,29.6717,2078.66,24.79
692,29.0695,2088.27,24.51
693,29.6898,2073.37,24.23
694,29.8279,2076.79,24.18
695,29.726,2101.54,24.25
696,30.0978,2138.73,24.0
697,29.8058,2046.23,24.03
698,30.6272,2079.72,24.35
699,30.4395,2053.82,24.49
700,30.4494,2124.1,24.82
701,30.9909,2070.51,24.39
702,30.4887,2049.97,25.18
703,30.2536,2102.78,25.38
704,30.1392,2131.15,25.32
705,30.6768,2104.78,25.76
706,29.9659,2093.9,26.08
707,30.7076,2099.52,25.8
708,29.3754,2125.12,26.09
709,30.3278,2068.27,26.14
710,29.7133,2087.65,25.65
711,29.476,2079.37,25.68
712,29.2303,2061.66,25.56
713,29.4436,2082.76,25.1
714,29.2887,2118.69,24.82
715,29.6548,2105.13,24.71
716,29.4281,2106.97,24.66
717,29.5501,2094.35,24.42
718,29.5409,2103.52,23.96
719,29.8017,2070.11,24.16
720,30.0923,2082.01,23.83
721,29.6681,2094.1,23.71
722,29.9455,2095.72,24.06
723,30.718,2096.2,24.52
724,30.6575,2084.09,24.63
725,30.621,2077.39,24.74
726,30.7055,2164.99,24.92
727,30.7804,2107.88,25.18
728,30.4443,2094.63,25.52
729,30.2615,2077.51,25.49
730,30.4088,2071.03,25.8
731,29.8877,2077.96,25.92
732,30.1225,2087.41,25.73
733,29.3081,2031.89,25.8
734,29.9587,2038.42,25.95
735,29.6468,2060.43,25.71
736,29.4706,2080.19,25.44
737,29.6187,2067.63,25.08
738,29.7996,2109.13,25.32
739,29.6282,2033.63,24.57
740,28.8415,2050.38,24.55
741,29.1212,2105.6,24.2
742,29.4626,2069.28,24.14
743,29.8267,2086.48,24.13
744,30.1553,2113.98,23.73
745,29.9635,2043.65,24.03
746,30.406,2056.78,24.37
747,30.2684,2050.7,24.65
748,30.4228,2006.87,24.47
749,30.2541,2046.18,24.75
750,30.423,2074.15,25.44
751,30.2706,2063.81,25.49
752,30.3135,2063.93,25.38
753,30.8111,2037.21,25.58
754,30.0652,2028.33,26.06
755,30.9709,2074.6,25.76
756,30.148,2028.57,26.22
757,29.8743,2046.48,26.03
758,29.3925,2041.35,25.97
759,29.7151,2071.94,25.66
760,29.2211,2057.83,25.37
761,29.3605,1999.32,25.55
762,30.068,2000.19,24.95
763,29.295,2042.53,24.66
764,29.7386,2024.65,24.48
765,29.2941,2013.11,24.33
766,29.6395,2048.12,23.93
767,30.3501,2025.69,23.92
768,29.8119,2020.62,23.88
769,30.7249,2037.13,24.2
770,30.5623,2006.62,23.96
771,30.3262,2053.61,23.94
772,30.7959,1993.13,24.11
773,30.9679,2027.73,24.45
774,30.8865,2045.67,25.27
775,30.2051,1973.95,25.26
776,30.3881,1998.41,25.6
777,30.4207,2034.2,25.81
778,30.3277,2033.28,25.88
779,30.3674,1998.81,25.95
780,30.0533,1983.54,26.21
781,29.4182,2024.67,26.0
782,29.7641,2029.28,26.15
783,29.6882,1969.55,25.83
784,29.5617,1967.6,25.38
785,29.6481,2002.43,25.16
786,29.5502,2011.69,24.85
787,29.4616,1987.7,24.98
788,29.3727,2011.44,24.42
789,29.0067,1976.05,24.13
790,29.7789,1940.35,24.2
791,29.8811,1982.11,24.01
792,30.0815,1993.83,24.06
793,29.7981,1984.98,24.41
794,30.0257,1962.59,24.32
795,30.8109,1945.92,24.3
796,30.5944,1978.29,24.22
797,30.8806,2013.48,24.64
798,30.7085,2022.4,25.14
799,30.6851,2020.73,25.02
800,30.8877,1970.74,25.93
801,30.3402,1962.47,25.71
802,30.3788,2003.97,25.88
803,30.0425,2007.75,25.83
804,29.8697,2002.26,26.1
805,29.7261,1942.35,25.73
806,29.7166,1971.55,26.3
807,29.3614,1993.06,25.97
808,29.7705,2006.64,25.7
809,29.0555,2014.35,24.98
810,29.2439,1999.56,25.04
811,29.1919,2005.06,24.98
812,29.8279,1999.82,24.62
813,29.564,2015.8,24.09
814,29.9596,2007.51,24.0
815,29.3732,2002.41,23.94
816,30.0801,1995.2,23.88
817,30.4481,2005.13,24.34
818,30.3747,2016.46,23.75
819,30.8146,2012.33,24.42
820,30.451,2016.51,24.24
821,31.099,2041.95,24.55
822,31.3897,2016.45,24.6
823,30.5673,1995.08,25.15
824,30.4726,2034.92,25.8
825,30.931,1980.24,25.76
826,30.8239,1988.96,25.63
827,30.0243,2026.03,26.17
828,29.8739,2032.22,26.25
829,29.7343,1989.88,25.99
830,29.2467,2013.16,26.27
831,29.2294,2009.33,25.87
832,29.0925,2014.1,25.64
833,29.0935,2051.65,25.1
834,29.2896,2047.54,25.13
835,29.3941,2031.23,24.78
836,29.8589,2019.9,24.6
837,29.2055,2001.66,24.16
838,29.9453,2072.77,24.16
839,29.7546,2053.93,23.87
840,29.9852,2023.33,23.57
841,30.3836,2060.86,24.23
842,30.0132,2042.98,23.83
843,30.6097,2039.42,24.31
844,30.6562,2059.33,24.57
845,30.8239,2031.76,24.81
846,30.7868,2043.53,24.94
847,31.4127,2056.98,25.31
848,30.4149,2043.25,25.59
849,30.3357,2074.24,25.85
850,30.1631,2105.99,26.21
851,30.0145,2042.14,26.01
852,29.8088,2021.07,26.01
853,30.1755,2014.32,25.78
854,30.0762,2062.24,25.95
855,29.3338,2051.02,25.84
856,29.1441,2074.36,25.46
857,29.4653,2074.01,25.37
858,29.1343,2032.09,24.94
859,29.5137,2028.24,24.88
860,29.4547,2082.41,24.68
861,29.0503,2079.74,24.47
862,30.1143,2067.01,24.16
863,30.3576,2037.47,23.83
864,29.8162,2091.88,23.88
865,30.0649,2113.03,24.15
866,30.4358,2089.26,24.62
867,30.5953,2062.15,24.22
868,30.8038,2085.42,24.59
869,31.2792,2051.05,24.63
870,30.6469,2112.5,24.81
871,30.4367,2088.87,25.12
872,30.1924,2043.34,25.08
873,30.2757,2080.68,25.98
874,30.3401,2100.36,25.42
