Policy_Code,Event_ID,Trigger_Hour,Trigger_Reason,Rf_Before_Mean_m_inv,Rf_After_Mean_m_inv,Cleaning_Efficiency,Duration_Hours,Chemical_Cost_KES,Downtime_Cost_KES,Total_Cost_KES
CASE_B,7,5040.0,Fixed 720h Maintenance Schedule,277706690789052.16,27770669078905.215,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_B,8,5760.0,Fixed 720h Maintenance Schedule,277548337244688.75,27754833724468.87,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_B,9,6480.0,Fixed 720h Maintenance Schedule,277519762786587.38,27751976278658.73,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_B,10,7200.0,Fixed 720h Maintenance Schedule,277655813142645.12,27765581314264.504,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_B,11,7920.0,Fixed 720h Maintenance Schedule,277740677706321.4,27774067770632.137,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,1,29.0,Reactive 15% Analysis Threshold Crossed,21262802402377.42,2126280240237.7415,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,2,59.0,Reactive 15% Analysis Threshold Crossed,20999610667610.465,2099961066761.046,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,3,89.0,Reactive 15% Analysis Threshold Crossed,21018276939153.34,2101827693915.3337,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,4,120.0,Reactive 15% Analysis Threshold Crossed,21653768369418.59,2165376836941.8586,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,5,150.0,Reactive 15% Analysis Threshold Crossed,21111388556473.43,2111138855647.3428,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,6,180.0,Reactive 15% Analysis Threshold Crossed,21226455317757.938,2122645531775.7937,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,7,210.0,Reactive 15% Analysis Threshold Crossed,21049799989505.14,2104979998950.5137,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,8,240.0,Reactive 15% Analysis Threshold Crossed,20986641319483.83,2098664131948.3826,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,9,270.0,Reactive 15% Analysis Threshold Crossed,21016830209902.99,2101683020990.298,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,10,300.0,Reactive 15% Analysis Threshold Crossed,21106205102980.152,2110620510298.0146,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,11,330.0,Reactive 15% Analysis Threshold Crossed,21142905222185.176,2114290522218.5166,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,12,361.0,Reactive 15% Analysis Threshold Crossed,21630714395232.74,2163071439523.2737,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,13,391.0,Reactive 15% Analysis Threshold Crossed,21216303830613.9,2121630383061.3894,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,14,421.0,Reactive 15% Analysis Threshold Crossed,21099212360450.03,2109921236045.0027,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,15,452.0,Reactive 15% Analysis Threshold Crossed,21519839710326.465,2151983971032.6458,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,16,482.0,Reactive 15% Analysis Threshold Crossed,21118108343114.285,2111810834311.4287,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,17,512.0,Reactive 15% Analysis Threshold Crossed,21100128538271.953,2110012853827.1946,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,18,543.0,Reactive 15% Analysis Threshold Crossed,21537293675272.094,2153729367527.209,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,19,573.0,Reactive 15% Analysis Threshold Crossed,21032592111435.03,2103259211143.5027,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,20,603.0,Reactive 15% Analysis Threshold Crossed,21119488537656.816,2111948853765.6816,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,21,633.0,Reactive 15% Analysis Threshold Crossed,21224353422377.33,2122435342237.7322,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,22,663.0,Reactive 15% Analysis Threshold Crossed,20987925308893.57,2098792530889.3564,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,23,694.0,Reactive 15% Analysis Threshold Crossed,21614065702936.785,2161406570293.6777,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,24,724.0,Reactive 15% Analysis Threshold Crossed,21084761054605.55,2108476105460.5544,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,25,754.0,Reactive 15% Analysis Threshold Crossed,20981479303382.168,2098147930338.2158,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,26,784.0,Reactive 15% Analysis Threshold Crossed,21097813434404.51,2109781343440.451,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,27,815.0,Reactive 15% Analysis Threshold Crossed,21658291273816.344,2165829127381.6338,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,28,845.0,Reactive 15% Analysis Threshold Crossed,21203301840426.867,2120330184042.6863,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,29,875.0,Reactive 15% Analysis Threshold Crossed,21111747758788.19,2111174775878.8186,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,30,905.0,Reactive 15% Analysis Threshold Crossed,21281700906825.05,2128170090682.5046,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,31,935.0,Reactive 15% Analysis Threshold Crossed,21083821530271.707,2108382153027.17,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,32,965.0,Reactive 15% Analysis Threshold Crossed,21180515793031.52,2118051579303.1516,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,33,996.0,Reactive 15% Analysis Threshold Crossed,21591937151322.176,2159193715132.2168,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,34,1026.0,Reactive 15% Analysis Threshold Crossed,21264983938198.62,2126498393819.862,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,35,1056.0,Reactive 15% Analysis Threshold Crossed,21093749951722.05,2109374995172.205,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,36,1086.0,Reactive 15% Analysis Threshold Crossed,21068195460637.934,2106819546063.793,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,37,1116.0,Reactive 15% Analysis Threshold Crossed,21138004274248.74,2113800427424.8733,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,38,1146.0,Reactive 15% Analysis Threshold Crossed,21132744040054.707,2113274404005.4705,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,39,1176.0,Reactive 15% Analysis Threshold Crossed,21090033903021.938,2109003390302.193,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,40,1206.0,Reactive 15% Analysis Threshold Crossed,21096905722882.2,2109690572288.2195,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,41,1236.0,Reactive 15% Analysis Threshold Crossed,21156617006763.824,2115661700676.3818,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,42,1267.0,Reactive 15% Analysis Threshold Crossed,21522572196836.824,2152257219683.6816,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,43,1297.0,Reactive 15% Analysis Threshold Crossed,21127740263091.355,2112774026309.135,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,44,1327.0,Reactive 15% Analysis Threshold Crossed,21096522007170.582,2109652200717.0579,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,45,1358.0,Reactive 15% Analysis Threshold Crossed,21623261291420.105,2162326129142.0098,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,46,1388.0,Reactive 15% Analysis Threshold Crossed,21118785200568.074,2111878520056.807,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,47,1418.0,Reactive 15% Analysis Threshold Crossed,21178233398995.113,2117823339899.5107,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,48,1448.0,Reactive 15% Analysis Threshold Crossed,21140049376769.117,2114004937676.9111,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,49,1478.0,Reactive 15% Analysis Threshold Crossed,21122845225332.613,2112284522533.2607,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,50,1508.0,Reactive 15% Analysis Threshold Crossed,21158932759399.254,2115893275939.9246,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,51,1538.0,Reactive 15% Analysis Threshold Crossed,21061256570098.703,2106125657009.8699,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,52,1568.0,Reactive 15% Analysis Threshold Crossed,21124472079651.74,2112447207965.173,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,53,1599.0,Reactive 15% Analysis Threshold Crossed,21607207986243.207,2160720798624.32,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,54,1629.0,Reactive 15% Analysis Threshold Crossed,21115618223302.582,2111561822330.2578,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,55,1659.0,Reactive 15% Analysis Threshold Crossed,21219018716762.285,2121901871676.2278,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,56,1689.0,Reactive 15% Analysis Threshold Crossed,21178746978704.152,2117874697870.4148,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,57,1719.0,Reactive 15% Analysis Threshold Crossed,21108191314447.223,2110819131444.722,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,58,1749.0,Reactive 15% Analysis Threshold Crossed,21061806173571.67,2106180617357.1667,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,59,1779.0,Reactive 15% Analysis Threshold Crossed,21153293689627.844,2115329368962.784,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,60,1809.0,Reactive 15% Analysis Threshold Crossed,21001517521989.05,2100151752198.905,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,61,1840.0,Reactive 15% Analysis Threshold Crossed,21601876860439.168,2160187686043.9167,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,62,1870.0,Reactive 15% Analysis Threshold Crossed,21110040984470.832,2111004098447.0823,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,63,1900.0,Reactive 15% Analysis Threshold Crossed,21106041934403.95,2110604193440.3948,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,64,1930.0,Reactive 15% Analysis Threshold Crossed,21043651299503.73,2104365129950.3728,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,65,1960.0,Reactive 15% Analysis Threshold Crossed,21105480485225.645,2110548048522.5637,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,66,1990.0,Reactive 15% Analysis Threshold Crossed,21023445085210.91,2102344508521.0906,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,67,2021.0,Reactive 15% Analysis Threshold Crossed,21620584556777.145,2162058455677.7139,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,68,2051.0,Reactive 15% Analysis Threshold Crossed,21229791211065.38,2122979121106.5378,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,69,2081.0,Reactive 15% Analysis Threshold Crossed,21067826577260.59,2106782657726.0583,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,70,2111.0,Reactive 15% Analysis Threshold Crossed,20983487117753.08,2098348711775.3074,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,71,2141.0,Reactive 15% Analysis Threshold Crossed,21099061976258.594,2109906197625.8591,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,72,2171.0,Reactive 15% Analysis Threshold Crossed,21070063110066.645,2107006311006.664,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,73,2201.0,Reactive 15% Analysis Threshold Crossed,21035923231986.81,2103592323198.6807,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,74,2231.0,Reactive 15% Analysis Threshold Crossed,21048328490743.406,2104832849074.34,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,75,2261.0,Reactive 15% Analysis Threshold Crossed,21080421840322.363,2108042184032.2356,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,76,2291.0,Reactive 15% Analysis Threshold Crossed,21049299175746.49,2104929917574.6482,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,77,2321.0,Reactive 15% Analysis Threshold Crossed,21186123577302.832,2118612357730.283,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,78,2351.0,Reactive 15% Analysis Threshold Crossed,21015420882164.582,2101542088216.458,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,79,2381.0,Reactive 15% Analysis Threshold Crossed,20994899321923.676,2099489932192.3674,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,80,2412.0,Reactive 15% Analysis Threshold Crossed,21680163449192.07,2168016344919.207,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,81,2442.0,Reactive 15% Analysis Threshold Crossed,21095946320307.535,2109594632030.7532,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,82,2472.0,Reactive 15% Analysis Threshold Crossed,21094628510282.668,2109462851028.2664,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,83,2502.0,Reactive 15% Analysis Threshold Crossed,21163732352005.36,2116373235200.5354,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,84,2532.0,Reactive 15% Analysis Threshold Crossed,21189981798097.656,2118998179809.765,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,85,2563.0,Reactive 15% Analysis Threshold Crossed,21593938293608.57,2159393829360.8564,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,86,2593.0,Reactive 15% Analysis Threshold Crossed,21198603523449.723,2119860352344.972,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,87,2623.0,Reactive 15% Analysis Threshold Crossed,21122540525099.387,2112254052509.9377,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,88,2653.0,Reactive 15% Analysis Threshold Crossed,21112059147291.938,2111205914729.193,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,89,2684.0,Reactive 15% Analysis Threshold Crossed,21541325749387.145,2154132574938.714,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,90,2714.0,Reactive 15% Analysis Threshold Crossed,21286786988067.18,2128678698806.7175,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,91,2744.0,Reactive 15% Analysis Threshold Crossed,21359366235359.117,2135936623535.9111,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,92,2774.0,Reactive 15% Analysis Threshold Crossed,21054974270160.51,2105497427016.0508,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,93,2805.0,Reactive 15% Analysis Threshold Crossed,21517638955027.152,2151763895502.7148,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,94,2835.0,Reactive 15% Analysis Threshold Crossed,21167716260012.363,2116771626001.236,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,95,2865.0,Reactive 15% Analysis Threshold Crossed,21045298879819.074,2104529887981.907,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,96,2896.0,Reactive 15% Analysis Threshold Crossed,21537391438793.953,2153739143879.3948,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,97,2926.0,Reactive 15% Analysis Threshold Crossed,21074305422514.344,2107430542251.4336,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,98,2956.0,Reactive 15% Analysis Threshold Crossed,21092707709010.184,2109270770901.0178,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,99,2986.0,Reactive 15% Analysis Threshold Crossed,21047943922135.582,2104794392213.5579,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,100,3017.0,Reactive 15% Analysis Threshold Crossed,21567517008543.2,2156751700854.3196,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,101,3048.0,Reactive 15% Analysis Threshold Crossed,21602292706014.49,2160229270601.449,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,102,3078.0,Reactive 15% Analysis Threshold Crossed,21218084047553.695,2121808404755.3691,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,103,3108.0,Reactive 15% Analysis Threshold Crossed,21085413515744.203,2108541351574.4202,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,104,3138.0,Reactive 15% Analysis Threshold Crossed,20980550748760.395,2098055074876.039,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,105,3169.0,Reactive 15% Analysis Threshold Crossed,21479931891408.0,2147993189140.799,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,106,3199.0,Reactive 15% Analysis Threshold Crossed,21124837054543.375,2112483705454.337,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,107,3229.0,Reactive 15% Analysis Threshold Crossed,21185470720127.887,2118547072012.788,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,108,3259.0,Reactive 15% Analysis Threshold Crossed,21088341838560.16,2108834183856.0156,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,109,3289.0,Reactive 15% Analysis Threshold Crossed,21094710990621.484,2109471099062.1477,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,110,3319.0,Reactive 15% Analysis Threshold Crossed,21165389218220.082,2116538921822.0076,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,111,3349.0,Reactive 15% Analysis Threshold Crossed,21186250939813.117,2118625093981.3113,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,112,3380.0,Reactive 15% Analysis Threshold Crossed,21455078641662.934,2145507864166.2922,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,113,3410.0,Reactive 15% Analysis Threshold Crossed,21170434227882.996,2117043422788.2996,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,114,3440.0,Reactive 15% Analysis Threshold Crossed,21211773284704.49,2121177328470.4482,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,115,3470.0,Reactive 15% Analysis Threshold Crossed,20992605143733.605,2099260514373.3594,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,116,3501.0,Reactive 15% Analysis Threshold Crossed,21577600198798.504,2157760019879.8496,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,117,3531.0,Reactive 15% Analysis Threshold Crossed,21048380079349.707,2104838007934.9707,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,118,3561.0,Reactive 15% Analysis Threshold Crossed,21181220992127.395,2118122099212.739,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,119,3591.0,Reactive 15% Analysis Threshold Crossed,21084584569056.105,2108458456905.61,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,120,3621.0,Reactive 15% Analysis Threshold Crossed,21015377866172.562,2101537786617.2556,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,121,3651.0,Reactive 15% Analysis Threshold Crossed,20995425065502.406,2099542506550.24,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,122,3681.0,Reactive 15% Analysis Threshold Crossed,21162187246831.676,2116218724683.1677,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,123,3711.0,Reactive 15% Analysis Threshold Crossed,21184194806035.074,2118419480603.5068,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,124,3742.0,Reactive 15% Analysis Threshold Crossed,21625600321061.26,2162560032106.1257,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,125,3772.0,Reactive 15% Analysis Threshold Crossed,21132750499990.527,2113275049999.0525,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,126,3802.0,Reactive 15% Analysis Threshold Crossed,21090442989372.18,2109044298937.2175,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,127,3830.0,Reactive 15% Analysis Threshold Crossed,21431219455497.19,2143121945549.7188,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,128,3861.0,Reactive 15% Analysis Threshold Crossed,21591891289257.91,2159189128925.7903,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,129,3891.0,Reactive 15% Analysis Threshold Crossed,21047145680076.324,2104714568007.632,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,130,3921.0,Reactive 15% Analysis Threshold Crossed,21210094250323.95,2121009425032.3943,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,131,3951.0,Reactive 15% Analysis Threshold Crossed,21074519502894.152,2107451950289.4148,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,132,3981.0,Reactive 15% Analysis Threshold Crossed,21097543789548.082,2109754378954.8079,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,133,4012.0,Reactive 15% Analysis Threshold Crossed,21551679866811.234,2155167986681.1228,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,134,4042.0,Reactive 15% Analysis Threshold Crossed,21067158878697.918,2106715887869.7913,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,135,4072.0,Reactive 15% Analysis Threshold Crossed,21092331009047.625,2109233100904.7617,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,136,4103.0,Reactive 15% Analysis Threshold Crossed,21640295821315.94,2164029582131.5935,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,137,4133.0,Reactive 15% Analysis Threshold Crossed,21182149062552.273,2118214906255.2268,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,138,4163.0,Reactive 15% Analysis Threshold Crossed,21115971112732.727,2111597111273.2722,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,139,4193.0,Reactive 15% Analysis Threshold Crossed,21003418034763.465,2100341803476.346,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,140,4224.0,Reactive 15% Analysis Threshold Crossed,21427758843882.953,2142775884388.2952,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,141,4254.0,Reactive 15% Analysis Threshold Crossed,21150926648860.8,2115092664886.0793,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,142,4284.0,Reactive 15% Analysis Threshold Crossed,20989408321993.8,2098940832199.38,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,143,4315.0,Reactive 15% Analysis Threshold Crossed,21454526780241.44,2145452678024.1433,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,144,4345.0,Reactive 15% Analysis Threshold Crossed,21104938232508.97,2110493823250.8962,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,145,4375.0,Reactive 15% Analysis Threshold Crossed,21065141506913.926,2106514150691.3918,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,146,4405.0,Reactive 15% Analysis Threshold Crossed,21026585480148.87,2102658548014.8867,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,147,4436.0,Reactive 15% Analysis Threshold Crossed,21414568556405.723,2141456855640.5715,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,148,4466.0,Reactive 15% Analysis Threshold Crossed,21096514289199.62,2109651428919.9617,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,149,4496.0,Reactive 15% Analysis Threshold Crossed,21182342469894.195,2118234246989.4187,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,150,4526.0,Reactive 15% Analysis Threshold Crossed,21055084786549.938,2105508478654.9932,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,151,4556.0,Reactive 15% Analysis Threshold Crossed,21025699120253.863,2102569912025.386,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,152,4586.0,Reactive 15% Analysis Threshold Crossed,21081463295803.605,2108146329580.36,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,153,4616.0,Reactive 15% Analysis Threshold Crossed,21150292136873.246,2115029213687.3242,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,154,4646.0,Reactive 15% Analysis Threshold Crossed,20996299732709.637,2099629973270.963,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,155,4676.0,Reactive 15% Analysis Threshold Crossed,20998896498933.723,2099889649893.3718,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,156,4706.0,Reactive 15% Analysis Threshold Crossed,21012048546924.598,2101204854692.4592,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,157,4736.0,Reactive 15% Analysis Threshold Crossed,21182076452511.785,2118207645251.1777,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,158,4766.0,Reactive 15% Analysis Threshold Crossed,21058837769473.082,2105883776947.3076,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,159,4797.0,Reactive 15% Analysis Threshold Crossed,21480204129633.492,2148020412963.3489,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,160,4827.0,Reactive 15% Analysis Threshold Crossed,21028010996448.363,2102801099644.8357,0.9,4.0,4500.0,3400.0,9690.380000000001
CASE_C,161,4857.0,Reactive 15% Analysis Threshold Crossed,21132102763083.035,2113210276308.3035,0.9,4.0,4500.0,3400.0,9690.380000000001
