strategy_name,stage_index,element_index,global_element_id,r_f_m_inv,permeability_decline_pct,specific_cumulative_volume_l_m2,local_flux_lmh,local_polarization_modulus,local_feed_tds_mg_l,local_surface_tds_mg_l
Strategy A (Max Recovery),1,1,Stage1_Vessel1_Elem1,116040786235249.52,49.39428387940823,5038.505322450816,22.065337442761837,1.129988058852124,2041.0,2408.469708694259
Strategy A (Max Recovery),1,1,Stage1_Vessel2_Elem1,116040786235249.52,49.39428387940823,5038.505322450816,22.065337442761837,1.129988058852124,2041.0,2408.469708694259
Strategy A (Max Recovery),1,1,Stage1_Vessel3_Elem1,116040786235249.52,49.39428387940823,5038.505322450816,22.065337442761837,1.129988058852124,2041.0,2408.469708694259
Strategy A (Max Recovery),1,2,Stage1_Vessel1_Elem2,128174986412150.5,51.8797348345169,4898.3862520264065,21.631271520277522,1.1272669498833374,2221.823292382143,2623.728404263358
Strategy A (Max Recovery),1,2,Stage1_Vessel2_Elem2,128174986412150.5,51.8797348345169,4898.3862520264065,21.631271520277522,1.1272669498833374,2221.823292382143,2623.728404263358
Strategy A (Max Recovery),1,2,Stage1_Vessel3_Elem2,128174986412150.5,51.8797348345169,4898.3862520264065,21.631271520277522,1.1272669498833374,2221.823292382143,2623.728404263358
Strategy A (Max Recovery),1,3,Stage1_Vessel1_Elem3,142856036908289.88,54.578781425784186,4726.951028786997,21.15631056293288,1.124296982002927,2433.2025726711904,2876.0131422480804
Strategy A (Max Recovery),1,3,Stage1_Vessel2_Elem3,142856036908289.88,54.578781425784186,4726.951028786997,21.15631056293288,1.124296982002927,2433.2025726711904,2876.0131422480804
Strategy A (Max Recovery),1,3,Stage1_Vessel3_Elem3,142856036908289.88,54.578781425784186,4726.951028786997,21.15631056293288,1.124296982002927,2433.2025726711904,2876.0131422480804
Strategy A (Max Recovery),2,1,Stage2_Vessel1_Elem1,166161717196716.3,58.29243867859235,4745.293909607547,21.586545772741534,1.1269869420031693,2682.906761936262,3137.0981180726826
Strategy A (Max Recovery),2,1,Stage2_Vessel2_Elem1,166161717196716.3,58.29243867859235,4745.293909607547,21.586545772741534,1.1269869420031693,2682.906761936262,3137.0981180726826
Strategy A (Max Recovery),2,2,Stage2_Vessel1_Elem2,179152830061776.25,60.11041061337119,4543.739229191571,21.131920844377564,1.1241446825971135,2884.3238796124856,3371.0214579685107
Strategy A (Max Recovery),2,2,Stage2_Vessel2_Elem2,179152830061776.25,60.11041061337119,4543.739229191571,21.131920844377564,1.1241446825971135,2884.3238796124856,3371.0214579685107
Strategy A (Max Recovery),2,3,Stage2_Vessel1_Elem3,190918351935921.03,61.625304320766524,4294.770261577426,20.642161538936165,1.1210907875920382,3113.1629388643564,3636.7749267703753
Strategy A (Max Recovery),2,3,Stage2_Vessel2_Elem3,190918351935921.03,61.625304320766524,4294.770261577426,20.642161538936165,1.1210907875920382,3113.1629388643564,3636.7749267703753
Strategy B (Min Energy),1,1,Stage1_Vessel1_Elem1,96277577609089.33,44.746063503672374,4446.5830994641,20.13471279614717,1.1179353413324185,2041.0,2373.1999591329745
Strategy B (Min Energy),1,1,Stage1_Vessel2_Elem1,96277577609089.33,44.746063503672374,4446.5830994641,20.13471279614717,1.1179353413324185,2041.0,2373.1999591329745
Strategy B (Min Energy),1,1,Stage1_Vessel3_Elem1,96277577609089.33,44.746063503672374,4446.5830994641,20.13471279614717,1.1179353413324185,2041.0,2373.1999591329745
Strategy B (Min Energy),1,2,Stage1_Vessel1_Elem2,103489810326871.17,46.538087825779186,4306.458670610857,19.643802428360196,1.1148911875301324,2204.683755385103,2562.3276181582874
Strategy B (Min Energy),1,2,Stage1_Vessel2_Elem2,103489810326871.17,46.538087825779186,4306.458670610857,19.643802428360196,1.1148911875301324,2204.683755385103,2562.3276181582874
Strategy B (Min Energy),1,2,Stage1_Vessel3_Elem2,103489810326871.17,46.538087825779186,4306.458670610857,19.643802428360196,1.1148911875301324,2204.683755385103,2562.3276181582874
Strategy B (Min Energy),1,3,Stage1_Vessel1_Elem3,111602568181007.64,48.41983881235373,4145.988075194489,19.116544705779535,1.1116308749927206,2391.868171506928,2778.640030160705
Strategy B (Min Energy),1,3,Stage1_Vessel2_Elem3,111602568181007.64,48.41983881235373,4145.988075194489,19.116544705779535,1.1116308749927206,2391.868171506928,2778.640030160705
Strategy B (Min Energy),1,3,Stage1_Vessel3_Elem3,111602568181007.64,48.41983881235373,4145.988075194489,19.116544705779535,1.1116308749927206,2391.868171506928,2778.640030160705
Strategy B (Min Energy),2,1,Stage2_Vessel1_Elem1,124543649016712.97,51.161907884679856,4136.883676160634,19.3018510898197,1.1127756339813324,2607.3453132370996,2995.0712175739204
Strategy B (Min Energy),2,1,Stage2_Vessel2_Elem1,124543649016712.97,51.161907884679856,4136.883676160634,19.3018510898197,1.1127756339813324,2607.3453132370996,2995.0712175739204
Strategy B (Min Energy),2,2,Stage2_Vessel1_Elem2,130716424117215.48,52.369691121022335,3974.404237405244,18.81158869848323,1.1097495252540852,2775.718668597292,3183.812719965345
Strategy B (Min Energy),2,2,Stage2_Vessel2_Elem2,130716424117215.48,52.369691121022335,3974.404237405244,18.81158869848323,1.1097495252540852,2775.718668597292,3183.812719965345
Strategy B (Min Energy),2,3,Stage2_Vessel1_Elem3,136726940393143.02,53.48967307082331,3791.440039778377,18.294795243015294,1.10656856518481,2962.1755994563723,3392.4225814259653
Strategy B (Min Energy),2,3,Stage2_Vessel2_Elem3,136726940393143.02,53.48967307082331,3791.440039778377,18.294795243015294,1.10656856518481,2962.1755994563723,3392.4225814259653
Strategy C (Min Stress),1,1,Stage1_Vessel1_Elem1,50249203607113.72,29.709352312079606,2692.97601147019,12.518186312870101,1.0716271559978323,2041.0,2240.006110056862
Strategy C (Min Stress),1,1,Stage1_Vessel2_Elem1,50249203607113.72,29.709352312079606,2692.97601147019,12.518186312870101,1.0716271559978323,2041.0,2240.006110056862
Strategy C (Min Stress),1,1,Stage1_Vessel3_Elem1,50249203607113.72,29.709352312079606,2692.97601147019,12.518186312870101,1.0716271559978323,2041.0,2240.006110056862
Strategy C (Min Stress),1,2,Stage1_Vessel1_Elem2,51107253369852.55,30.064146385408584,2587.9312717227363,12.095733841366552,1.0691155764642701,2139.569888546932,2343.4371217232474
Strategy C (Min Stress),1,2,Stage1_Vessel2_Elem2,51107253369852.55,30.064146385408584,2587.9312717227363,12.095733841366552,1.0691155764642701,2139.569888546932,2343.4371217232474
Strategy C (Min Stress),1,2,Stage1_Vessel3_Elem2,51107253369852.55,30.064146385408584,2587.9312717227363,12.095733841366552,1.0691155764642701,2139.569888546932,2343.4371217232474
Strategy C (Min Stress),1,3,Stage1_Vessel1_Elem3,51869918458631.5,30.376506815314073,2478.6105386717677,11.664196194816698,1.0665560652270782,2244.3099712402677,2452.9865300327046
Strategy C (Min Stress),1,3,Stage1_Vessel2_Elem3,51869918458631.5,30.376506815314073,2478.6105386717677,11.664196194816698,1.0665560652270782,2244.3099712402677,2452.9865300327046
Strategy C (Min Stress),1,3,Stage1_Vessel3_Elem3,51869918458631.5,30.376506815314073,2478.6105386717677,11.664196194816698,1.0665560652270782,2244.3099712402677,2452.9865300327046
Strategy C (Min Stress),2,1,Stage2_Vessel1_Elem1,100806961547561.42,45.885223395367994,4026.043855872915,18.96465139283904,1.1106934088555482,2355.5167233094357,2690.687232529756
Strategy C (Min Stress),2,1,Stage2_Vessel2_Elem1,100806961547561.42,45.885223395367994,4026.043855872915,18.96465139283904,1.1106934088555482,2355.5167233094357,2690.687232529756
Strategy C (Min Stress),2,2,Stage2_Vessel1_Elem2,104545351396500.2,46.79065331405575,3891.559423294917,18.474745784386542,1.1076751581914472,2489.5417078956684,2838.5238168322676
Strategy C (Min Stress),2,2,Stage2_Vessel2_Elem2,104545351396500.2,46.79065331405575,3891.559423294917,18.474745784386542,1.1076751581914472,2489.5417078956684,2838.5238168322676
Strategy C (Min Stress),2,3,Stage2_Vessel1_Elem3,108311766426216.25,47.672738570006224,3746.606175518433,17.965404729961254,1.1045458651026483,2635.650088346937,2999.308531007721
Strategy C (Min Stress),2,3,Stage2_Vessel2_Elem3,108311766426216.25,47.672738570006224,3746.606175518433,17.965404729961254,1.1045458651026483,2635.650088346937,2999.308531007721
Strategy D (Balanced Knee),1,1,Stage1_Vessel1_Elem1,96299099113557.97,44.7515896463579,4443.307170365067,20.01239780100642,1.1171760847572547,2041.0,2370.9865924151895
Strategy D (Balanced Knee),1,1,Stage1_Vessel2_Elem1,96299099113557.97,44.7515896463579,4443.307170365067,20.01239780100642,1.1171760847572547,2041.0,2370.9865924151895
Strategy D (Balanced Knee),1,1,Stage1_Vessel3_Elem1,96299099113557.97,44.7515896463579,4443.307170365067,20.01239780100642,1.1171760847572547,2041.0,2370.9865924151895
Strategy D (Balanced Knee),1,2,Stage1_Vessel1_Elem2,103630148203592.14,46.57180540173045,4305.625402365721,19.535955398980946,1.114223535425338,2203.6067809093292,2558.8647609799914
Strategy D (Balanced Knee),1,2,Stage1_Vessel2_Elem2,103630148203592.14,46.57180540173045,4305.625402365721,19.535955398980946,1.114223535425338,2203.6067809093292,2558.8647609799914
Strategy D (Balanced Knee),1,2,Stage1_Vessel3_Elem2,103630148203592.14,46.57180540173045,4305.625402365721,19.535955398980946,1.114223535425338,2203.6067809093292,2558.8647609799914
Strategy D (Balanced Knee),1,3,Stage1_Vessel1_Elem3,111911908588891.02,48.488971910907296,4147.596457138984,19.024423760226767,1.1110622218902169,2389.483706993861,2773.6906819351284
Strategy D (Balanced Knee),1,3,Stage1_Vessel2_Elem3,111911908588891.02,48.488971910907296,4147.596457138984,19.024423760226767,1.1110622218902169,2389.483706993861,2773.6906819351284
Strategy D (Balanced Knee),1,3,Stage1_Vessel3_Elem3,111911908588891.02,48.488971910907296,4147.596457138984,19.024423760226767,1.1110622218902169,2389.483706993861,2773.6906819351284
Strategy D (Balanced Knee),2,1,Stage2_Vessel1_Elem1,129688170606805.34,52.1726638932952,4252.607093144413,19.732151992971747,1.1154384341665193,2603.3792079495192,2999.7514613130475
Strategy D (Balanced Knee),2,1,Stage2_Vessel2_Elem1,129688170606805.34,52.1726638932952,4252.607093144413,19.732151992971747,1.1154384341665193,2603.3792079495192,2999.7514613130475
Strategy D (Balanced Knee),2,2,Stage2_Vessel1_Elem2,136695777808005.25,53.484002175021075,4087.473795320263,19.248093382192,1.1124434160410943,2775.225956493339,3193.5350299663346
Strategy D (Balanced Knee),2,2,Stage2_Vessel2_Elem2,136695777808005.25,53.484002175021075,4087.473795320263,19.248093382192,1.1124434160410943,2775.225956493339,3193.5350299663346
Strategy D (Balanced Knee),2,3,Stage2_Vessel1_Elem3,143593288921519.1,54.70636020036683,3899.571551806274,18.736357322716408,1.1092858940008157,2966.25263723383,3408.593281183358
Strategy D (Balanced Knee),2,3,Stage2_Vessel2_Elem3,143593288921519.1,54.70636020036683,3899.571551806274,18.736357322716408,1.1092858940008157,2966.25263723383,3408.593281183358
